"","x"
"1","2607584614"
"2","2607584618"
"3","2607584630"
"4","2607584665"
"5","2607584694"
"6","2607584745"
"7","2607584774"
"8","2607584775"
"9","2607584786"
"10","2607584792"
"11","2607584801"
"12","2607584872"
"13","2607584897"
"14","2607584940"
"15","2607585028"
"16","2607585146"
"17","2607585181"
"18","2607585239"
"19","2607585519"
"20","2607585528"
"21","2607585784"
"22","2607585808"
"23","2607585820"
"24","2607585824"
"25","2607585834"
"26","2607585836"
"27","2607585879"
"28","2607585945"
"29","2607585995"
"30","2607586306"
"31","2607586327"
"32","2607586328"
"33","2607586329"
"34","2607586330"
"35","2607586332"
"36","2607586333"
"37","2607586334"
"38","2607586502"
"39","2607586732"
"40","2607586783"
"41","2607586928"
"42","2607586935"
"43","2607586936"
"44","2607586978"
"45","2607587037"
"46","2607587054"
"47","2607587110"
"48","2607587111"
"49","2607587186"
"50","2607587237"
"51","2607587299"
"52","2607587302"
"53","2607587311"
"54","2607587343"
"55","2607587440"
"56","2607587718"
"57","2607587781"
"58","2607587807"
"59","2607587876"
"60","2607587896"
"61","2607587904"
"62","2607588019"
"63","2607588087"
"64","2607588088"
"65","2607588159"
"66","2607588182"
"67","2607588205"
"68","2607588330"
"69","2607588539"
"70","2607588568"
"71","2607588571"
"72","2607588604"
"73","2607588694"
"74","2607588833"
"75","2607588956"
"76","2607588991"
"77","2607589032"
"78","2607589045"
"79","2607589121"
"80","2607589132"
"81","2607589140"
"82","2607589164"
"83","2607589267"
"84","2607589282"
"85","2607589364"
"86","2607589428"
"87","2607589475"
"88","2607589524"
"89","2607589611"
"90","2607589701"
"91","2607589856"
"92","2607589859"
"93","2607589902"
"94","K00145"
"95","K00652"
"96","K00784"
"97","K00847"
"98","K01046"
"99","K01207"
"100","K01755"
"101","K01788"
"102","K01887"
"103","K02022"
"104","K02030"
"105","K02188"
"106","K02495"
"107","K02536"
"108","K03179"
"109","K03621"
"110","K03636"
"111","K03642"
"112","K03650"
"113","K03657"
"114","K03723"
"115","K03980"
"116","K04040"
"117","K05337"
"118","K06194"
"119","K06400"
"120","K07037"
"121","K07056"
"122","K07093"
"123","K07107"
"124","K07300"
"125","K07301"
"126","K07315"
"127","K07399"
"128","K07452"
"129","K08309"
"130","K08482"
"131","K08591"
"132","K09800"
"133","K09989"
"134","K12340"
"135","K13799"
"136","K14331"
"137","K14540"
"138","K17244"
"139","K18277"
"140","K22278"
"141","K22305"
"142","K22452"
"143","K25153"
