"","x"
"1","2607584698"
"2","2607584747"
"3","2607584749"
"4","2607584823"
"5","2607584875"
"6","2607584891"
"7","2607585127"
"8","2607585177"
"9","2607585292"
"10","2607585356"
"11","2607585368"
"12","2607585415"
"13","2607585447"
"14","2607585493"
"15","2607585579"
"16","2607585741"
"17","2607585985"
"18","2607586048"
"19","2607586141"
"20","2607586450"
"21","2607586455"
"22","2607586471"
"23","2607586472"
"24","2607586496"
"25","2607586505"
"26","2607586574"
"27","2607586798"
"28","2607586912"
"29","2607586987"
"30","2607586995"
"31","2607587038"
"32","2607587043"
"33","2607587044"
"34","2607587137"
"35","2607587189"
"36","2607587229"
"37","2607587395"
"38","2607587416"
"39","2607587493"
"40","2607587647"
"41","2607588031"
"42","2607588060"
"43","2607588293"
"44","2607588382"
"45","2607588390"
"46","2607588460"
"47","2607588470"
"48","2607588544"
"49","2607588547"
"50","2607588667"
"51","2607588673"
"52","2607588774"
"53","2607588784"
"54","2607588793"
"55","2607588806"
"56","2607588840"
"57","2607588909"
"58","2607588934"
"59","2607588937"
"60","2607588983"
"61","2607589015"
"62","2607589124"
"63","2607589147"
"64","2607589151"
"65","2607589158"
"66","2607589180"
"67","2607589198"
"68","2607589206"
"69","2607589218"
"70","2607589494"
"71","2607589498"
"72","2607589511"
"73","2607589594"
"74","2607589599"
"75","2607589754"
"76","K00134"
"77","K00161"
"78","K00218"
"79","K00231"
"80","K00275"
"81","K00682"
"82","K00703"
"83","K00705"
"84","K00789"
"85","K00835"
"86","K00975"
"87","K01007"
"88","K01012"
"89","K01057"
"90","K01082"
"91","K01185"
"92","K01208"
"93","K01256"
"94","K01414"
"95","K01462"
"96","K01524"
"97","K01611"
"98","K01647"
"99","K01682"
"100","K01749"
"101","K01790"
"102","K01807"
"103","K01915"
"104","K02003"
"105","K02020"
"106","K02094"
"107","K02112"
"108","K02470"
"109","K02585"
"110","K02586"
"111","K02587"
"112","K02588"
"113","K02591"
"114","K02593"
"115","K02595"
"116","K02596"
"117","K02597"
"118","K02600"
"119","K02641"
"120","K02692"
"121","K02716"
"122","K02717"
"123","K02884"
"124","K02902"
"125","K02911"
"126","K02935"
"127","K02954"
"128","K02959"
"129","K02986"
"130","K03406"
"131","K03407"
"132","K03635"
"133","K03885"
"134","K03977"
"135","K04034"
"136","K04037"
"137","K04038"
"138","K04487"
"139","K04719"
"140","K04773"
"141","K05376"
"142","K05585"
"143","K05897"
"144","K06048"
"145","K06180"
"146","K06883"
"147","K06911"
"148","K06941"
"149","K07253"
"150","K07447"
"151","K08084"
"152","K08234"
"153","K08479"
"154","K08696"
"155","K08698"
"156","K09022"
"157","K10255"
"158","K12573"
"159","K13819"
"160","K13821"
"161","K14652"
"162","K20074"
"163","K20276"
"164","K22074"
"165","K22369"
"166","K23548"
"167","K23549"
