"","x"
"1","2607584672"
"2","2607584733"
"3","2607584759"
"4","2607584805"
"5","2607585180"
"6","2607585217"
"7","2607585260"
"8","2607585625"
"9","2607586132"
"10","2607586173"
"11","2607586465"
"12","2607586467"
"13","2607586559"
"14","2607586634"
"15","2607586848"
"16","2607587031"
"17","2607587040"
"18","2607587335"
"19","2607587412"
"20","2607588105"
"21","2607588167"
"22","2607588319"
"23","2607588335"
"24","2607588545"
"25","2607588893"
"26","2607588899"
"27","2607588975"
"28","2607589835"
"29","K00772"
"30","K00858"
"31","K00948"
"32","K00958"
"33","K01653"
"34","K01810"
"35","K02000"
"36","K02097"
"37","K02338"
"38","K02433"
"39","K02689"
"40","K02690"
"41","K02691"
"42","K02693"
"43","K02694"
"44","K02888"
"45","K02945"
"46","K02967"
"47","K02996"
"48","K03455"
"49","K03665"
"50","K04047"
"51","K05371"
"52","K05808"
"53","K06971"
"54","K09457"
"55","K09705"
"56","K11536"
"57","K14645"
"58","K16566"
"59","K19032"
"60","K23054"
