"","x"
"1","2607584639"
"2","2607584683"
"3","2607584817"
"4","2607584992"
"5","2607585177"
"6","2607585296"
"7","2607585462"
"8","2607585492"
"9","2607585523"
"10","2607585573"
"11","2607585668"
"12","2607585686"
"13","2607585975"
"14","2607586068"
"15","2607586242"
"16","2607586244"
"17","2607586365"
"18","2607586455"
"19","2607586582"
"20","2607586634"
"21","2607586662"
"22","2607586676"
"23","2607586778"
"24","2607586900"
"25","2607586912"
"26","2607587031"
"27","2607587074"
"28","2607587083"
"29","2607587179"
"30","2607587217"
"31","2607587229"
"32","2607587242"
"33","2607587336"
"34","2607587337"
"35","2607587338"
"36","2607587481"
"37","2607587549"
"38","2607587563"
"39","2607587764"
"40","2607587950"
"41","2607588134"
"42","2607588158"
"43","2607588188"
"44","2607588198"
"45","2607588492"
"46","2607588526"
"47","2607588544"
"48","2607588648"
"49","2607588679"
"50","2607588695"
"51","2607588710"
"52","2607588735"
"53","2607588840"
"54","2607588979"
"55","2607589016"
"56","2607589044"
"57","2607589097"
"58","2607589113"
"59","2607589236"
"60","2607589419"
"61","2607589460"
"62","2607589513"
"63","2607589546"
"64","2607589642"
"65","2607589649"
"66","K00027"
"67","K00514"
"68","K00657"
"69","K00989"
"70","K01007"
"71","K01262"
"72","K01430"
"73","K01551"
"74","K01703"
"75","K01810"
"76","K01892"
"77","K01902"
"78","K02067"
"79","K02232"
"80","K02435"
"81","K02692"
"82","K03110"
"83","K03206"
"84","K03327"
"85","K03526"
"86","K03818"
"87","K04042"
"88","K05573"
"89","K05928"
"90","K06048"
"91","K06872"
"92","K06873"
"93","K06987"
"94","K07082"
"95","K07566"
"96","K08696"
"97","K08698"
"98","K08999"
"99","K09833"
"100","K09969"
"101","K13819"
"102","K17247"
"103","K20454"
"104","K21147"
"105","K25656"
