"","x"
"1","2607584917"
"2","2607584989"
"3","2607585232"
"4","2607585317"
"5","2607585318"
"6","2607585330"
"7","2607585425"
"8","2607585493"
"9","2607586286"
"10","2607586361"
"11","2607586384"
"12","2607586434"
"13","2607586489"
"14","2607586499"
"15","2607586562"
"16","2607586570"
"17","2607586578"
"18","2607586737"
"19","2607586773"
"20","2607586808"
"21","2607586854"
"22","2607586860"
"23","2607586921"
"24","2607586923"
"25","2607586924"
"26","2607586942"
"27","2607587086"
"28","2607587170"
"29","2607587178"
"30","2607587212"
"31","2607587224"
"32","2607587300"
"33","2607587303"
"34","2607587339"
"35","2607587423"
"36","2607587530"
"37","2607587647"
"38","2607587707"
"39","2607587716"
"40","2607587828"
"41","2607587906"
"42","2607587964"
"43","2607587965"
"44","2607587994"
"45","2607588070"
"46","2607588163"
"47","2607588236"
"48","2607588263"
"49","2607588367"
"50","2607588447"
"51","2607588636"
"52","2607588726"
"53","2607588766"
"54","2607588843"
"55","2607588905"
"56","2607588942"
"57","2607588952"
"58","2607589157"
"59","2607589158"
"60","2607589182"
"61","2607589243"
"62","2607589280"
"63","2607589735"
"64","2607589852"
"65","2607589857"
"66","K00012"
"67","K00036"
"68","K00135"
"69","K00344"
"70","K00383"
"71","K00763"
"72","K00764"
"73","K00845"
"74","K00873"
"75","K01139"
"76","K01428"
"77","K01647"
"78","K01738"
"79","K01772"
"80","K01873"
"81","K01879"
"82","K01895"
"83","K01921"
"84","K01990"
"85","K02005"
"86","K02018"
"87","K02434"
"88","K02519"
"89","K02638"
"90","K02706"
"91","K02959"
"92","K03149"
"93","K03321"
"94","K03386"
"95","K03500"
"96","K03564"
"97","K03580"
"98","K03688"
"99","K03696"
"100","K03787"
"101","K03832"
"102","K03841"
"103","K03969"
"104","K04068"
"105","K04771"
"106","K05515"
"107","K06207"
"108","K07080"
"109","K07192"
"110","K08217"
"111","K08296"
"112","K08651"
"113","K08678"
"114","K09138"
"115","K09835"
"116","K11325"
"117","K12574"
"118","K12686"
"119","K13628"
"120","K17686"
"121","K18159"
"122","K19169"
"123","K22221"
"124","K23139"
