"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1",25.2892815854923,0.219271037591499,0.294471317601059,0.744626129898874,0.456497767079633,0.701763981903255
"2",19.2101042121408,-0.295576229713876,0.331092022951084,-0.892731353293717,0.372001055777994,0.633358427915027
"3",313.0370897465,0.0125225763737419,0.195596832733718,0.0640223882908671,0.948952400097081,0.984727470342919
"4",2.59624522413883,-0.162721096504834,0.768114903750513,-0.211844732748067,0.832228168754776,NA
"5",11.4117420791848,1.21329631609994,0.4910170647379,2.47098604759813,0.0134741075641344,0.0723867137344938
"6",26.5665858850651,0.188327800927271,0.28479093372652,0.661284397164549,0.508429945702998,0.737736515709964
"7",36.4006397458838,0.769500944165862,0.245130949590526,3.13914234596349,0.00169443116211149,0.0139578766978934
"8",293.489159017873,0.135015865980518,0.124507764742689,1.08439715594883,0.278188744201845,0.534689581957172
"9",130.69647056408,0.0641892240437196,0.155470880186177,0.412869753916957,0.679702042177686,0.84914435221819
"10",33.5822457737126,0.359490594066988,0.231649736035366,1.55187137365054,0.12069300370103,0.323978368386878
"11",12.0288739992307,1.12046395403511,0.361434979738232,3.10004293122541,0.00193492594801065,0.0153628457799882
"12",113.309489462132,0.435775892023931,0.149345304349962,2.91790822564313,0.00352388048011783,0.0251052674205151
"13",23.2140120207479,0.840538093051496,0.265431432911078,3.16668634092438,0.00154186526022105,0.0129365380908277
"14",39.2561482009537,-0.234742568311351,0.258746844956867,-0.907228717515308,0.364285860429093,0.626527312804104
"15",11.9475467772314,0.126904919939862,0.441557620516791,0.287402853089331,0.773803876862896,0.906953384305994
"16",54.9821148944053,0.134354349393905,0.207138385935776,0.648621204548547,0.516583246186451,0.743834725208021
"17",174.934891068062,0.38581871396255,0.137420168576004,2.80758434486391,0.0049914606694719,0.0332449420961385
"18",16.5488137230349,0.716728088194439,0.388945758518873,1.84274560782917,0.0653661616672882,0.219590317104892
"19",346.328670528631,0.192336341018613,0.160532568206955,1.19811414697271,0.230872582086993,0.476662725252307
"20",32.0872715766595,0.409983894244122,0.260764938094326,1.5722355054337,0.115895944028458,0.314950214906202
"21",42.4146957954699,0.61955474167995,0.244622672360832,2.53269550079182,0.0113189231191443,0.0634823007277968
"22",31.124279240369,-0.178689891368645,0.250395594306109,-0.713630333088835,0.475455795733175,0.712913240928697
"23",87.6847786685305,0.18143275765235,0.224396009097663,0.808538255122825,0.418780793022852,0.67338725319738
"24",6.87583771787752,0.10629344749896,0.585006926930022,0.181696049407077,0.855821266484257,0.947023741373274
"25",3.57157535492368,0.204010301418808,0.867003095767576,0.235305159133479,0.813971891122834,NA
"26",18.9612493867823,0.62592776616329,0.389864552693842,1.60550058177469,0.108383685254713,0.303075736560915
"27",109.213043988613,0.1948417218462,0.243345168215167,0.80068046255153,0.423316655979977,0.676932694083943
"28",28.7170442886855,-0.0814549311321802,0.318516410623907,-0.255732290127931,0.798157560107484,0.919823664431651
"29",12.3059471109806,0.608029977971418,0.425203148054138,1.42997525007506,0.152724122652892,0.374059932233636
"30",104.33100595839,0.380201222736261,0.17028513732788,2.23273286619368,0.0255665657344598,0.11542540919586
"31",3.4433356477518,1.11087086275629,0.775591720383145,1.43228819179184,0.152061361055795,NA
"32",152.024207594338,-0.290074254581912,0.168380453538509,-1.7227311631844,0.0849371521039776,0.260949105997768
"33",14.7598808170487,-0.0925848903284238,0.40579078219738,-0.228159175590612,0.819522497571511,0.930879619476517
"34",11.9875450877784,0.587270498871283,0.459126075489523,1.2791050873012,0.200860052395846,0.440244261182469
"35",14.2284409121165,0.0783310539226862,0.388783610011112,0.201477253427549,0.840325413877868,0.940814922676801
"36",44.7551996295703,0.329283392191717,0.266589409295795,1.23517056833402,0.216767030365091,0.459202593875416
"37",545.86851330757,-0.000228603078501886,0.120510002462191,-0.00189696352029872,0.998486443002496,0.998991749906849
"38",5.6750803982784,0.359832846680657,0.62690367077909,0.573984271353,0.565978444874766,0.778124241845772
"39",256.891968369616,0.191683495963764,0.155202478693392,1.23505434692471,0.216810278509512,0.459202593875416
"40",178.186136878736,0.127810228323891,0.141881546020715,0.900823482042055,0.367682180247612,0.629357290345912
"41",53.0783263383998,0.619074929764425,0.212306645206334,2.91594702164299,0.00354610709233141,0.0251729038475375
"42",340.748541672828,0.0182637012475022,0.119659243407636,0.15263092701735,0.87868933451526,0.95697541549092
"43",157.831318704405,-0.524262450320101,0.199813617594921,-2.62375736263846,0.00869657143692435,0.0511700051511888
"44",65.4539020016423,0.405962972095972,0.323402783190066,1.25528595669934,0.209374971266041,0.450253501201251
"45",13.1022345720449,-0.0788576779573322,0.450252400027961,-0.175141049669997,0.860968803761509,0.948250059575557
"46",5.91755660736624,0.1527836783593,0.587399609686409,0.260101770310786,0.794785272402506,0.918179522915408
"47",52.4159246521273,-0.217622898001383,0.233663251423706,-0.931352691000447,0.351671154281856,0.614713889577186
"48",93.8484398801446,-0.174755843061725,0.20310982260743,-0.860400746838782,0.389568174289463,0.646935136976286
"49",62.5889019974809,-0.199912999307612,0.177418177422871,-1.12678983749859,0.259831348228875,0.512079690246221
"50",35.655072831249,-0.328934043255624,0.258943873225005,-1.27029089029576,0.203981031931609,0.442793390815747
"51",59.8774510713362,0.283047527042425,0.278918875834964,1.01480233704191,0.310200059502843,0.570551420650327
"52",28.2254933493656,-0.413442406697136,0.241751213446194,-1.71019785507366,0.0872292922195888,0.265515489943229
"53",78.8646353969592,-0.395350206694345,0.166599073809518,-2.37306365308111,0.0176412234393222,0.0890772615703837
