"","gene_id","supraL_FC"
"203","2607587438",-0.633995574370938
"204","2607587439",-0.766329581208163
"205","2607587443",-1.41628135609188
"206","2607587444",-1.57111080357168
"207","2607587445",-0.784279294478114
"208","2607587446",-0.750844444390214
"209","2607587470",-0.95412689373225
"210","2607587472",-0.773228282990915
"211","2607587489",-1.08435875143386
"212","2607587492",-1.12704637508379
"213","2607587517",-1.29245487026404
"214","2607587539",-0.561662376509801
"215","2607587562",-0.681040133271986
"216","2607587570",-1.31885290005883
"217","2607587573",-1.06574230494943
"218","2607587577",-0.81518535172799
"219","2607587642",-0.547785943030838
"220","2607587645",-1.52222872281957
"221","2607587664",-0.411608944452672
"222","2607587703",-0.407907585974957
"223","2607587781",-1.05565174778308
"224","2607587782",-0.275429545255887
"225","2607587790",-0.490532323229677
"226","2607587795",-1.52935876371094
"227","2607587796",-2.30589245049267
"228","2607587798",-0.952164658383311
"229","2607587804",-1.53933857042924
"230","2607587810",-1.06766188255726
"231","2607587821",-0.736997011037851
"232","2607587851",-0.881300098477946
"233","2607587859",-0.64371484772185
"234","2607587860",-0.78423307461532
"235","2607587862",-0.607255599215483
"236","2607587863",-1.10192055646671
"237","2607587880",-1.35891663257071
"238","2607587896",-0.579273624146926
"239","2607587900",-0.601935226212053
"240","2607587901",-1.04878830081738
"241","2607587902",-0.864197136310343
"242","2607587903",-0.791901519192636
"243","2607587904",-1.10063388394316
"244","2607587914",-0.472676247329949
"245","2607587954",-1.04400218561196
"246","2607587967",-1.04640522233302
"247","2607587990",-0.463278463370616
"248","2607587991",-0.667933163176526
"249","2607587992",-1.12414999616307
"250","2607587993",-1.1203924350909
"251","2607588015",-0.622066067133634
"252","2607588016",-0.671204698376731
"253","2607588019",-1.08950797502306
"254","2607588022",-1.4863145194852
"255","2607588026",-1.08720391616406
"256","2607588065",-0.874653264796462
"257","2607588087",-0.637947111988011
"258","2607588093",-1.41444936051641
"259","2607588095",-1.79723071941061
"260","2607588105",-0.777371009157544
"261","2607588112",-0.684117749299684
"262","2607588113",-0.675596309752995
"263","2607588116",-0.666366773442222
"264","2607588118",-2.08696137102043
"265","2607588171",-1.01312476576549
"266","2607588221",-1.04099824237174
"267","2607588222",-1.60270629255897
"268","2607588227",-1.4605757934975
"269","2607588230",-1.25064174832276
"270","2607588231",-0.870307163136151
"271","2607588242",-1.07339264700906
"272","2607588245",-0.863314062621923
"273","2607588246",-1.03841891202087
"274","2607588249",-0.49695142184448
"275","2607588255",-0.655444828761416
"276","2607588262",-1.21177840716102
"277","2607588265",-0.512086395151924
"278","2607588275",-0.38394160507062
"279","2607588281",-0.665564649444289
"280","2607588283",-1.13033679218789
"281","2607588311",-0.440269375746504
"282","2607588316",-0.719550389845721
"283","2607588329",-0.425565808314491
"284","2607588336",-1.36345697220127
"285","2607588383",-1.42766308580621
"286","2607588399",-0.335860780549335
"287","2607588404",-1.39711199462208
"288","2607588405",-1.7874299447984
"289","2607588407",-0.893019166854277
"290","2607588410",-1.01243178365426
"291","2607588411",-0.785763231673114
"292","2607588434",-1.60239128874877
"293","2607588477",-0.79398869022261
"294","2607588504",-0.62737119207754
"295","2607588544",-0.58946681581513
"296","2607588545",-1.10966108960174
"297","2607588547",-1.49122842811056
"298","2607588550",-0.381318387033944
"299","2607588558",-0.809927636689769
"300","2607588571",-0.564819760320013
"301","2607588607",-1.27481083193048
"302","2607588609",-0.763534313304879
"303","2607588619",-0.674086276466217
"304","2607588621",-0.860079452646414
"305","2607588676",-0.579945015365014
"306","2607588694",-1.33433535078967
"307","2607588705",-0.896542277898429
"308","2607588712",-1.99716786121536
"309","2607588713",-3.76548628297961
"310","2607588717",-0.813113689248096
"311","2607588730",-0.657211586289275
"312","2607588745",-1.97025974822668
"313","2607588746",-2.09779268055794
"314","2607588751",-0.671492894574785
"315","2607588752",-0.485925608490182
"316","2607588781",-0.616191185439669
"317","2607588794",-0.691506553002428
"318","2607588831",-0.710651883376706
"319","2607588844",-0.707627116216945
"320","2607588845",-3.20106818059468
"321","2607588866",-1.08590555744016
"322","2607588894",-1.69314916863957
"323","2607588902",-1.1318954146886
"324","2607588903",-1.44949156342385
"325","2607588909",-0.393446079516646
"326","2607588911",-1.00366151431191
"327","2607588912",-0.679612015869393
"328","2607588913",-0.90911841016407
"329","2607588939",-0.876131557233395
"330","2607588955",-1.93088473494736
"331","2607588967",-0.746134045062009
"332","2607588975",-0.32116420265876
"333","2607588976",-1.2465068877523
"334","2607588991",-1.15705734720918
"335","2607589027",-0.610824882313741
"336","2607589032",-1.6862003312475
"337","2607589101",-0.613165382977573
"338","2607589112",-0.934863271389684
"339","2607589118",-0.504925584265886
"340","2607589129",-0.517862238758851
"341","2607589130",-0.99446397637065
"342","2607589131",-0.609659590356357
"343","2607589133",-0.932654994054411
"344","2607589175",-1.42722664009226
"345","2607589189",-0.6941950159259
"346","2607589200",-0.856203047990858
"347","2607589206",-0.75253279524154
"348","2607589225",-1.06630652573117
"349","2607589235",-1.25873151065036
"350","2607589276",-0.938224217357415
"351","2607589277",-0.435303794415136
"352","2607589282",-1.39240376789515
"353","2607589283",-1.41183714634483
"354","2607589284",-1.25729486351122
"355","2607589307",-0.78755168849807
"356","2607589322",-0.900752607591367
"357","2607589324",-1.84894317483079
"358","2607589327",-0.837301585220517
"359","2607589328",-0.512160558088468
"360","2607589357",-0.694900377667484
"361","2607589359",-1.63126143773712
"362","2607589362",-0.890325159193099
"363","2607589370",-1.55403918374429
"364","2607589409",-1.44794565480894
"365","2607589427",-1.52979599436754
"366","2607589428",-0.631633522613597
"367","2607589430",-0.551270854317764
"368","2607589431",-0.510125921303777
"369","2607589455",-0.578411763713927
"370","2607589475",-0.790963495238307
"371","2607589476",-0.672699209003128
"372","2607589483",-2.52956343986196
"373","2607589494",-0.960146796934346
"374","2607589495",-1.2609791831452
"375","2607589507",-0.964593279940013
"376","2607589508",-0.751424197696674
"377","2607589525",-0.860604326264567
"378","2607589544",-0.855641522550398
"379","2607589618",-0.602746562217555
"380","2607589701",-0.620647079069111
"381","2607589804",-1.08289385097399
"382","2607589824",-0.798557679992603
"383","2607589841",-1.3088033949398
"384","2607589847",-0.652573161280432
"385","2607589856",-1.53230070315503
"386","2607589859",-0.368063117315239
"387","2607589896",-1.10109017040933
"388","2607589900",-0.813494937473911
"389","2607589902",-0.856017135575945
"390","2607589910",-0.672683736546072
"391","2607589915",-2.43792245543032
"392","2607589916",-1.97155777758652
"393","2607589918",-2.70790870891803
"394","2607589940",-1.14955789761143
"395","K00052",-0.553171701603944
"396","K00128",-0.951411083818895
"397","K00208",-0.363558116211613
"398","K00239",-0.898364926697805
"399","K00324",-0.311402375141001
"400","K00325",-0.570887938794509
"401","K00345",-0.470762556224034
"402","K00457",-1.05134994500112
"403","K00558",-0.581606029848427
"404","K00606",-0.981500502601374
"405","K00609",-1.58187759957127
"406","K00677",-0.577716330341582
"407","K00721",-0.360851995159443
"408","K00761",-0.743038808910117
"409","K00766",-1.22119393235332
"410","K00817",-0.380399090683942
"411","K00847",-0.544242807335025
"412","K00864",-2.07650267103076
"413","K00928",-0.619399984690284
"414","K00940",-0.634269503622313
"415","K00941",-0.502863348211062
"416","K00950",-0.61342296220259
"417","K01000",-0.417058929922087
"418","K01005",-0.334941086550497
"419","K01046",-1.05401339003105
"420","K01185",-0.281521380567114
"421","K01507",-0.271446312932631
"422","K01519",-0.94038968130074
"423","K01524",-0.648345157417065
"424","K01599",-1.24163999824937
"425","K01609",-0.574429200885953
"426","K01623",-0.651345533305738
"427","K01662",-0.828451315796568
"428","K01756",-0.944884711114206
"429","K01835",-0.800778534806011
"430","K01845",-0.715602281955394
"431","K01868",-0.283388825362195
"432","K01889",-0.504629895623815
"433","K01923",-0.637445445195012
"434","K02007",-1.05308681072489
"435","K02008",-0.816925564136354
"436","K02012",-0.631693053104482
"437","K02022",-0.793817814039782
"438","K02028",-0.54390917141547
"439","K02030",-1.03254093547062
"440","K02031",-0.540765414949569
"441","K02034",-0.611127651526875
"442","K02037",-0.624994416370991
"443","K02092",-0.819127041602621
"444","K02093",-0.842905125848478
"445","K02096",-0.660140343263375
"446","K02097",-0.483593905196055
"447","K02227",-1.09693861741176
"448","K02234",-0.655451787051511
"449","K02284",-0.832183037960708
"450","K02285",-0.77175682544368
"451","K02288",-1.27814183328256
"452","K02289",-1.55942304494584
"453","K02290",-0.349717140104546
"454","K02356",-0.353581085385406
"455","K02437",-0.592725699450553
"456","K02510",-0.616511646385466
"457","K02535",-0.865447677151684
"458","K02551",-0.868494701556022
"459","K02634",-0.774789257634344
"460","K02636",-0.735251483565312
"461","K02690",-0.392661889511574
"462","K02692",-0.343710989358471
"463","K02693",-0.800587292791882
"464","K02698",-0.286810521902488
"465","K02704",-0.311750278149068
"466","K02705",-0.857430854262508
"467","K02709",-0.595297637046056
"468","K02712",-0.870312274191616
"469","K02716",-0.386412013404383
"470","K02719",-0.571658787121018
"471","K02720",-0.566836901671779
"472","K02723",-1.11790352971119
"473","K02724",-0.677100845275636
"474","K02825",-1.06131269877374
"475","K02837",-0.468356706991014
"476","K02838",-0.498482314458257
"477","K02874",-0.255602856182774
"478","K02881",-0.383701884137881
"479","K02890",-0.311237132607711
"480","K02895",-0.368491695990326
"481","K02897",-0.289477137276623
"482","K02904",-0.653733761064009
"483","K02931",-0.437377924700465
"484","K02933",-0.510451490958985
"485","K02965",-0.363510008822438
"486","K02982",-0.653884992243259
"487","K02994",-0.468457966563638
"488","K03088",-0.496028219891314
"489","K03118",-0.801941126779765
"490","K03168",-0.287776739971522
"491","K03179",-0.544311960167715
"492","K03301",-0.494785728377615
"493","K03320",-0.284000768033262
"494","K03321",-0.901160566491147
"495","K03325",-1.03465923264756
"496","K03355",-0.649079763225704
"497","K03403",-1.9451408230369
"498","K03428",-0.65932982820304
"499","K03500",-0.540255920259268
"500","K03517",-0.925612620263022
"501","K03525",-0.833379163204312
"502","K03561",-0.699671393802733
"503","K03564",-0.215218433892489
"504","K03569",-0.40752050853268
"505","K03638",-0.609090363866942
"506","K03650",-1.36903654972402
"507","K03657",-0.742128412013615
"508","K03671",-0.240388822545326
"509","K03685",-1.39793772988445
"510","K03723",-0.69548031697599
"511","K03790",-1.75967639835738
"512","K03980",-1.10281716358998
"513","K04035",-1.25951428819681
"514","K04077",-0.743573052520297
"515","K04078",-0.977775141924767
"516","K04518",-0.727989885119856
"517","K04708",-0.513625246444106
"518","K05369",-0.641592947446729
"519","K05370",-0.858706596236375
"520","K05376",-0.66552755378492
"521","K05377",-0.903262331869496
"522","K05378",-0.450370220693685
"523","K05380",-0.507372191930028
"524","K05383",-0.570072939628505
"525","K05386",-0.865167908776929
"526","K05770",-0.742381074109943
"527","K05838",-1.3424869362612
"528","K05895",-0.659904862885064
"529","K05936",-0.764355987315969
"530","K05979",-0.670683864132894
"531","K06041",-1.14058104803331
"532","K06118",-0.300328893698077
"533","K06119",-0.310127663603718
"534","K06181",-1.12497760389901
"535","K06223",-0.950748813103415
"536","K06381",-0.573300560489556
"537","K06442",-0.575564574720812
"538","K06873",-0.407761030953375
"539","K06889",-1.41636955587649
"540","K06959",-0.690662820820758
"541","K06971",-0.51288828554932
"542","K06999",-0.53436360193908
"543","K07042",-0.671896379734463
"544","K07089",-0.569959822474788
"545","K07093",-0.717187178422816
"546","K07124",-1.03005946976183
"547","K07147",-0.328272622204243
"548","K07300",-0.426034365024595
"549","K07340",-0.755432138050787
"550","K07391",-0.898935117348699
"551","K07393",-0.60344513600103
"552","K07450",-0.797121713638373
"553","K07462",-0.404633042411672
"554","K07499",-0.492364646908326
"555","K08084",-2.70835735187473
"556","K08226",-1.04865724623203
"557","K08906",-2.19369618257341
"558","K08967",-1.19944662886215
"559","K09001",-0.468420493031258
"560","K09117",-0.467902682379376
"561","K09705",-0.980631539622697
"562","K09763",-0.634502625815518
"563","K09800",-0.870813218605264
"564","K09834",-0.479459863464985
"565","K09903",-0.490645809306601
"566","K09935",-0.904042375631479
"567","K09969",-0.348187152069782
"568","K09970",-0.759390204507465
"569","K09971",-0.65580512164617
"570","K10563",-0.875828008459676
"571","K10960",-1.50055267754358
"572","K11175",-0.537266157800077
"573","K11206",-0.613946016357302
"574","K11443",-0.721606935790355
"575","K11524",-0.585642584876504
"576","K11752",-1.21618133873437
"577","K12340",-0.547320805832595
"578","K12952",-1.23388704619288
"579","K13799",-0.956403437267443
"580","K14393",-0.901220515195636
"581","K15523",-0.627779664316087
"582","K15976",-0.378523727272406
"583","K16482",-0.680997699870034
"584","K16554",-0.647220271298657
"585","K16870",-0.870870300332928
"586","K16915",-0.621853571482408
"587","K17108",-1.13165070161678
"588","K17890",-0.793840918536431
"589","K18676",-1.04026004085294
"590","K18678",-1.48505986812449
"591","K18897",-0.870950610702333
"592","K19170",-1.1243382980942
"593","K20276",-0.681534878459808
"594","K21480",-0.867427636370027
"595","K21900",-0.627087151921321
"596","K22305",-0.830361741626978
"597","K22452",-0.54741113599807
"598","K22616",-1.30901522884811
"599","K22684",-0.476257035697621
"600","K25026",-0.560613366376261
"601","K25152",-0.49907597742594
"602","K25153",-0.551279697346564
"603","K25156",-0.911421315819587
"604","K25223",-0.46516804554197
"605","K25587",-0.755309154254459
"606","K25706",-1.41942540819735
