"","gene_id","subR_FC"
"244","2641952490",-1.35065532488476
"245","2641952522",-2.90504401080248
"246","2641952558",-0.542210785575236
"247","2641952559",-1.10581947282664
"248","2641952576",-0.676195486449246
"249","2641952603",-0.656460567827977
"250","2641952642",-0.513805448923142
"251","2641952696",-0.845897004690176
"252","2641952753",-1.38793746389206
"253","2641952754",-1.8802667322009
"254","2641952767",-1.65685823092261
"255","2641952810",-0.371303477914091
"256","2641952811",-0.338692904516122
"257","2641952840",-0.986479668701134
"258","2641952865",-0.554251529585102
"259","2641952918",-2.59312676824925
"260","2641952933",-0.505299636072476
"261","2641952943",-0.655770979607441
"262","2641952983",-0.977612110102686
"263","2641953001",-0.410946158151617
"264","2641953002",-1.21045528872059
"265","2641953004",-1.39916557285911
"266","2641953007",-1.83516746104551
"267","2641953008",-1.73063837282761
"268","2641953009",-1.94367147748801
"269","2641953039",-0.794403616731066
"270","2641953046",-0.768489896160419
"271","2641953053",-0.674878407486136
"272","2641953081",-0.815051290562337
"273","2641953166",-0.572757353663167
"274","2641953183",-1.1859514933494
"275","2641953184",-0.655185811598904
"276","2641953185",-0.709726549549929
"277","2641953200",-0.473063347658543
"278","2641953242",-0.799502858034597
"279","2641953286",-1.28234625360075
"280","2641953329",-1.54580173576654
"281","2641953414",-1.09865937952913
"282","2641953444",-0.426153174506574
"283","2641953454",-0.898566588496339
"284","2641953455",-1.33245522922206
"285","2641953458",-0.385285806852726
"286","2641953463",-0.89508917940167
"287","2641954203",-0.661602073285521
"288","2641954205",-0.808894177803917
"289","2641954208",-0.671958873412138
"290","2641955060",-5.16633130079278
"291","2641956912",-5.18696636351686
"292","2641957919",-4.82810396614705
"293","2641958838",-3.45664618934914
"294","K00014",-0.512408703616677
"295","K00031",-0.750925810529966
"296","K00052",-0.56357974118547
"297","K00058",-0.300123991753934
"298","K00128",-1.07217884478069
"299","K00145",-0.364462140942753
"300","K00228",-0.365414561554263
"301","K00324",-0.654144602419168
"302","K00325",-0.533872893876701
"303","K00345",-0.463830738655724
"304","K00514",-0.353793700950398
"305","K00549",-1.69839405870578
"306","K00652",-0.329035188976575
"307","K00703",-0.762958956335135
"308","K00766",-0.443964034651835
"309","K00847",-0.642071447189029
"310","K00852",-1.17578664696856
"311","K00856",-0.275485034690302
"312","K00858",-0.593576991805455
"313","K00884",-1.07314509104942
"314","K00927",-0.576603715993751
"315","K00928",-0.695382203794504
"316","K00931",-0.498164476929969
"317","K00940",-0.606718178836569
"318","K00941",-0.744909405164114
"319","K00971",-0.918204069135557
"320","K01005",-0.303568927524899
"321","K01061",-0.480717085117247
"322","K01185",-0.74202356675461
"323","K01259",-0.569320368948282
"324","K01507",-0.446272088633944
"325","K01519",-0.801229062660982
"326","K01599",-0.959176852875708
"327","K01623",-0.804378825210064
"328","K01662",-1.00231194631397
"329","K01687",-0.274811872358461
"330","K01703",-0.303202075118715
"331","K01756",-1.0239322529927
"332","K01803",-0.315834487695303
"333","K01807",-0.591378899582563
"334","K01835",-0.603449209030898
"335","K01845",-0.771599558187506
"336","K01868",-0.234396526895828
"337","K01923",-0.408804209908893
"338","K01991",-0.60865105383474
"339","K02030",-0.641550891919547
"340","K02040",-0.261532412640164
"341","K02041",-1.38736321785891
"342","K02069",-0.726914243087164
"343","K02092",-0.899748284069823
"344","K02093",-0.840195048654461
"345","K02094",-0.40322056364493
"346","K02096",-0.721537173259394
"347","K02097",-0.604657881389347
"348","K02110",-0.203189519331335
"349","K02112",-0.313718145819022
"350","K02115",-0.383689549065015
"351","K02227",-0.638243977833535
"352","K02234",-0.553865087950442
"353","K02284",-0.917956473786478
"354","K02285",-0.881522792220946
"355","K02290",-0.411739621737526
"356","K02356",-0.342233980805441
"357","K02433",-0.569094992191682
"358","K02434",-0.462175229814685
"359","K02437",-0.593451284135018
"360","K02492",-0.280808094412667
"361","K02634",-0.492674058132518
"362","K02636",-0.604183063173238
"363","K02643",-0.485786322270573
"364","K02689",-0.531154392125288
"365","K02690",-0.620697126114933
"366","K02692",-0.813704080644967
"367","K02693",-1.18484342565291
"368","K02698",-0.3539077842365
"369","K02700",-0.610489405176975
"370","K02704",-0.366688744159246
"371","K02709",-0.511077612645379
"372","K02710",-0.288914458009792
"373","K02712",-0.648564018090344
"374","K02716",-0.686358252605853
"375","K02719",-0.466599704209692
"376","K02720",-0.87149096456509
"377","K02723",-0.787390817556055
"378","K02825",-1.05176561690951
"379","K02838",-0.44109981066621
"380","K02864",-0.360538183853733
"381","K02886",-0.261842619190642
"382","K02897",-0.610669847410964
"383","K02906",-0.344466062320306
"384","K02909",-0.328925239773104
"385","K02933",-0.268995097420025
"386","K02948",-0.512770114468261
"387","K02982",-0.283288476856846
"388","K02994",-0.346456821762162
"389","K03040",-0.557016096406183
"390","K03076",-0.233351472179625
"391","K03147",-0.541348112244942
"392","K03292",-0.650496743087571
"393","K03320",-0.513436101595043
"394","K03325",-0.815186362358448
"395","K03403",-1.31918264027933
"396","K03407",-0.546595929245963
"397","K03412",-0.6879407236925
"398","K03438",-0.398059338627667
"399","K03439",-0.892786972499135
"400","K03455",-0.551410695930199
"401","K03474",-0.383818554167219
"402","K03526",-0.226616193242837
"403","K03531",-0.322189741404948
"404","K03564",-0.332695101281415
"405","K03569",-0.582004691227695
"406","K03644",-0.356250728110657
"407","K03657",-0.257494635709443
"408","K03687",-0.22983725092828
"409","K03795",-0.821280724081683
"410","K03802",-0.347963928769754
"411","K03924",-0.496743941949368
"412","K03955",-0.522485762163295
"413","K03979",-0.675089319481885
"414","K03980",-0.479013384830363
"415","K04035",-0.782412862411969
"416","K04039",-0.685228407095949
"417","K04047",-0.592792388116392
"418","K04518",-0.520034367186967
"419","K04656",-0.700216318684595
"420","K05366",-0.323493529267349
"421","K05369",-0.40105471160475
"422","K05371",-0.317969332635313
"423","K05376",-0.868767704952992
"424","K05377",-0.977046184083858
"425","K05378",-0.972751926939357
"426","K05380",-0.570544785364469
"427","K05573",-0.389298523823328
"428","K05808",-0.728428608518467
"429","K05810",-0.630068363722478
"430","K05979",-0.784734752694462
"431","K06042",-0.432397158195917
"432","K06118",-0.284491572331825
"433","K06137",-0.839452123561442
"434","K06173",-0.637847545792174
"435","K06381",-0.465274186760694
"436","K06442",-0.818569254851561
"437","K06872",-0.413850882609672
"438","K06873",-0.827815722588995
"439","K06971",-0.709568964369159
"440","K07042",-0.545968074506768
"441","K07093",-0.544102256715202
"442","K07101",-1.48297280803616
"443","K07124",-1.50283502023922
"444","K07147",-0.406315146516245
"445","K07391",-0.747336528385736
"446","K07393",-0.596052458678205
"447","K07460",-0.658980176286821
"448","K08084",-3.18518493591981
"449","K08700",-0.613404107374476
"450","K08902",-0.370034853160176
"451","K08906",-1.13014260070975
"452","K09001",-0.406664969205973
"453","K09690",-0.403514459902713
"454","K09705",-0.952758085902205
"455","K09903",-0.716086622168147
"456","K09969",-0.404475781282628
"457","K09970",-0.444137239708381
"458","K10206",-0.364718658466335
"459","K10563",-0.48012997603481
"460","K10960",-2.08268741163751
"461","K11003",-0.332489790175378
"462","K11004",-0.717801257770783
"463","K11175",-0.681348473325973
"464","K11206",-0.900679321464267
"465","K11332",-0.606541679057607
"466","K11521",-0.852053391166641
"467","K13789",-0.345636077605121
"468","K14393",-0.494606271908441
"469","K15226",-0.760287072080701
"470","K15976",-0.330554849608572
"471","K16566",-0.292840000930109
"472","K16915",-0.508124598697176
"473","K17108",-0.859504123249217
"474","K17247",-0.980462395501603
"475","K21231",-0.739450562460803
"476","K21480",-0.663064732762475
"477","K21615",-0.620692880202427
"478","K21900",-0.438531064384825
"479","K22305",-0.378966052247127
"480","K22450",-0.606879153211893
"481","K22616",-0.679052769919801
"482","K22684",-0.438537329698018
"483","K23262",-0.571552788947402
"484","K24158",-0.798208472098495
"485","K25706",-1.22276189423197
