"","gene_id","subR_FC"
"1","2641943213",-0.98371802525922
"2","2641943242",-0.406424371287772
"3","2641943244",-0.715949013749018
"4","2641943263",-0.818506290600404
"5","2641943277",-0.529826601916567
"6","2641943280",-0.478572900524099
"7","2641943302",-0.484455502426347
"8","2641943354",-0.958425523391171
"9","2641943412",-0.547500305702938
"10","2641943435",-1.53626522921421
"11","2641943481",-1.08985619838856
"12","2641943482",-1.06647402314173
"13","2641943484",-0.993746787833517
"14","2641943485",-1.03181726444996
"15","2641943486",-1.14347624831876
"16","2641943491",-0.919829472797501
"17","2641943507",-0.584714373808237
"18","2641943511",-0.66786388808975
"19","2641943525",-0.374453251407597
"20","2641943530",-0.662839131208329
"21","2641943572",-1.05372098448567
"22","2641943573",-1.70215416959551
"23","2641943616",-0.666262369046674
"24","2641943617",-0.579493830280003
"25","2641943618",-1.21092970748875
"26","2641943622",-0.384486908582141
"27","2641943630",-0.453949426584089
"28","2641943645",-1.10177723869906
"29","2641943675",-1.08295808459309
"30","2641943679",-0.473529902994434
"31","2641943706",-0.572924796525306
"32","2641943794",-0.712014475832113
"33","2641943798",-1.07038659532718
"34","2641943805",-0.498493642080195
"35","2641943807",-0.776773157964235
"36","2641943808",-0.603731313214189
"37","2641943842",-1.63850459448081
"38","2641943847",-0.522189942621105
"39","2641943851",-0.453128014244916
"40","2641943859",-0.595455584171747
"41","2641943884",-1.16873268816213
"42","2641943885",-1.40373673438076
"43","2641943886",-0.783573776250738
"44","2641943890",-0.868030512084201
"45","2641943947",-0.717840728805375
"46","2641943975",-0.687247410943044
"47","2641943979",-0.869660388286511
"48","2641943980",-2.17037700357698
"49","2641944062",-0.599274399406726
"50","2641944078",-0.470531326135102
"51","2641944093",-0.929124148680222
"52","2641944094",-0.853271138940257
"53","2641944109",-1.02230449662246
"54","2641944136",-1.03828020756796
"55","2641944137",-1.219978242132
"56","2641944140",-0.62768615474727
"57","2641944160",-0.701674095942146
"58","2641944197",-0.778746799466709
"59","2641944248",-0.627424757028009
"60","2641944249",-0.864370050014368
"61","2641944268",-0.722616723267818
"62","2641944305",-0.463596309660956
"63","2641944346",-0.461372636986984
"64","2641944347",-0.58719004458756
"65","2641944368",-0.40110357266971
"66","2641944411",-0.874050047451211
"67","2641944413",-0.554538835830278
"68","2641944414",-1.16646313274383
"69","2641944421",-1.85205292306491
"70","2641944422",-1.52512901830831
"71","2641944424",-1.82312119452734
"72","2641944427",-2.64155297423834
"73","2641944433",-0.674019865116487
"74","2641944434",-0.505709136729658
"75","2641944435",-0.784173172968001
"76","2641944471",-0.845904225359539
"77","2641944492",-0.482008207395122
"78","2641944493",-0.585513295504062
"79","2641944497",-1.14529255027813
"80","2641944503",-0.507089841372446
"81","2641944507",-0.902511575427998
"82","2641944522",-0.797414996385103
"83","2641944524",-0.611084594421454
"84","2641944592",-0.793919106165511
"85","2641944599",-0.816732813501763
"86","2641944647",-0.814802199174122
"87","2641944664",-0.503686926033142
"88","2641944673",-0.569953172797172
"89","2641944686",-0.342105633788392
"90","2641944687",-0.3946522354242
"91","2641944702",-0.43948619633816
"92","2641944706",-0.438535604173681
"93","2641944723",-0.911576026816205
"94","2641944725",-1.74619873086913
"95","2641944752",-2.24425852456341
"96","2641944812",-0.634336072586281
"97","2641944830",-0.489050065226939
"98","2641944873",-0.458787614561788
"99","2641944874",-0.585066577472199
"100","2641944875",-1.12406085158882
"101","2641944876",-0.489167035311592
"102","2641944939",-0.724947971236638
"103","2641944968",-0.411536488879084
"104","2641944976",-0.385761633555774
"105","2641944988",-0.529270212365932
"106","2641945014",-0.324751129803958
"107","2641945020",-0.926333730218162
"108","2641945027",-0.735373688295726
"109","2641945054",-0.61647992259873
"110","2641945077",-1.45099582828446
"111","2641945095",-0.506309465962726
"112","2641945099",-0.522688960408154
"113","2641945109",-0.550214967888721
"114","2641945135",-1.46993979785576
"115","2641945145",-0.549555619593351
"116","2641945160",-1.6232526792703
"117","2641945161",-0.740566262754986
"118","2641945179",-0.647689428491117
"119","2641945192",-0.898796012311992
"120","2641945214",-0.952219156396006
"121","2641945243",-0.278603233118566
"122","2641945257",-0.573958885829468
"123","2641945260",-0.839443316990172
"124","2641945266",-0.632968058079379
"125","2641945290",-0.822332500055746
"126","2641945351",-0.265796123169685
"127","2641945468",-0.63164514781712
"128","2641945478",-0.426562041388446
"129","2641945480",-1.86839060989162
"130","2641945481",-1.46301870453617
"131","2641945512",-0.564796489843573
"132","2641945515",-0.778655410526353
"133","2641945529",-0.418123844509899
"134","2641945530",-0.530183868935062
"135","2641945536",-0.8678769704526
"136","2641945541",-0.377923910387874
"137","2641945543",-0.783733533350194
"138","2641945547",-0.583317527021822
"139","2641945604",-0.765472937650567
"140","2641945605",-0.487332376174652
"141","2641945675",-0.404704009469838
"142","2641945708",-0.801115790420729
"143","2641945717",-0.600998064338531
"144","2641945745",-0.502287905361325
"145","2641945788",-0.973739002622293
"146","2641945887",-0.46935711451335
"147","2641945888",-0.535787452295112
"148","2641945889",-0.632572462954605
"149","2641945935",-0.803684133830587
"150","2641945989",-0.790124493423334
"151","2641946010",-0.430230218812397
"152","2641946037",-0.314222979084161
"153","2641946039",-0.535005379737617
"154","2641946066",-1.19788799019815
"155","2641946080",-0.638279198955861
"156","2641946089",-0.660969205829661
"157","2641946113",-0.579769306142621
"158","2641946165",-0.55603579461117
"159","2641946247",-0.887069940480674
"160","2641946256",-0.442112091020139
"161","2641946395",-0.75246742269104
"162","2641946396",-0.297143215329312
"163","2641946463",-1.05174684604644
"164","2641946560",-1.71159330538076
"165","2641946595",-0.532348717000381
"166","2641946599",-0.887526692957698
"167","2641946602",-0.731419565140596
"168","2641947055",-2.84901906397063
"169","2641950238",-0.862242342895564
"170","2641950401",-1.10490605702922
"171","2641950402",-1.25858650955476
"172","2641950541",-4.01857919424519
"173","2641950672",-5.0031833837338
"174","2641950720",-1.11673719312424
"175","2641950726",-0.776693186998775
"176","2641950744",-0.886929429085191
"177","2641950746",-0.887012197046363
"178","2641950759",-0.503128720842257
"179","2641950772",-0.402354118895033
"180","2641950793",-0.81225946617459
"181","2641950795",-1.13480129287562
"182","2641950801",-0.738522672573836
"183","2641950828",-1.78771678883257
"184","2641950829",-2.1399825796733
"185","2641950874",-0.383605794972376
"186","2641950894",-0.578962185545137
"187","2641950915",-1.40805741509282
"188","2641950916",-0.725750433962041
"189","2641950918",-0.934643553318318
"190","2641950927",-1.40847595859872
"191","2641950952",-0.288615809294288
"192","2641950961",-0.7666411240576
"193","2641950977",-1.41999599927678
"194","2641950997",-0.559287733498341
"195","2641951158",-0.587691466272026
"196","2641951170",-0.412729008537739
"197","2641951179",-1.59285456869225
"198","2641951182",-1.38775278919958
"199","2641951210",-1.07119857020771
"200","2641951237",-0.67502306560207
"201","2641951287",-1.64220660154217
"202","2641951319",-0.48734506933956
"203","2641951359",-0.577505970391891
"204","2641951373",-0.590227634056138
"205","2641951374",-1.15619109752885
"206","2641951375",-0.639760056081828
"207","2641951376",-0.546084865889875
"208","2641951382",-1.51545915630909
"209","2641951426",-0.662974253860448
"210","2641951464",-0.397319135047609
"211","2641951478",-0.736492856320032
"212","2641951492",-3.22995952962816
"213","2641951499",-0.50103736923013
"214","2641951555",-1.31942621274328
"215","2641951556",-1.01944960250993
"216","2641951557",-0.646566054753935
"217","2641951650",-1.03454609162022
"218","2641951735",-2.04402174898277
"219","2641951750",-0.472581217512593
"220","2641951756",-1.32027298716101
"221","2641951768",-1.00841329767816
"222","2641951809",-0.65896124607206
"223","2641951894",-2.15501946784168
"224","2641951917",-0.379049294697926
"225","2641951934",-0.757398009461652
"226","2641952061",-0.757315484142365
"227","2641952062",-0.618401320386261
"228","2641952101",-2.39870703750847
"229","2641952104",-3.10355362232125
"230","2641952129",-0.625739513142111
"231","2641952131",-0.452827819538197
"232","2641952132",-0.400698387812501
"233","2641952134",-1.71603424781668
"234","2641952171",-0.855838969584835
"235","2641952189",-0.900797349755153
"236","2641952190",-1.5901828434068
"237","2641952191",-0.709176559800887
"238","2641952192",-0.635488145462089
"239","2641952208",-2.27761288363906
"240","2641952324",-0.657938868496821
"241","2641952359",-0.95992240683465
"242","2641952453",-2.67328686381605
"243","2641952480",-0.633577826499194
