"","gene_id","supraR_FC"
"1","2641943194",0.78369591545368
"2","2641943195",0.722037992304785
"3","2641943196",1.18529261734655
"4","2641943199",1.25385522411355
"5","2641943200",1.79805819577424
"6","2641943201",0.721530448042499
"7","2641943202",1.14306478773447
"8","2641943209",1.19137693635711
"9","2641943210",1.03986805978654
"10","2641943241",0.6758465593151
"11","2641943246",1.10745427289271
"12","2641943252",1.73626679642349
"13","2641943262",0.685171707011866
"14","2641943306",2.58514941998379
"15","2641943315",0.628566875034206
"16","2641943318",4.42276802509126
"17","2641943367",0.569135062744729
"18","2641943375",1.07365615064498
"19","2641943376",0.5377310981239
"20","2641943384",0.802250544658095
"21","2641943410",0.537705230878656
"22","2641943488",1.05339825601688
"23","2641943515",1.23582433148448
"24","2641943517",1.25363176695543
"25","2641943558",0.591735261123129
"26","2641943585",0.345737576958602
"27","2641943640",0.669713565800747
"28","2641943696",0.410126380148049
"29","2641943767",0.818933500217916
"30","2641943905",0.677325068135599
"31","2641943906",2.34295330370497
"32","2641943948",0.706589736057743
"33","2641943953",1.06436711971508
"34","2641943962",0.928354848690442
"35","2641944006",1.68331133559679
"36","2641944101",0.383745141617033
"37","2641944106",0.576428246939538
"38","2641944198",0.688544859230192
"39","2641944199",0.667275231490501
"40","2641944211",0.453863994346093
"41","2641944231",0.850070608013677
"42","2641944233",0.441554434364181
"43","2641944237",1.23704190393848
"44","2641944242",0.489790769917819
"45","2641944259",0.693632755425439
"46","2641944272",1.47734383356822
"47","2641944297",1.3290088108435
"48","2641944298",1.04451255737352
"49","2641944299",1.41655288750301
"50","2641944300",1.19272202636601
"51","2641944304",1.10052147331358
"52","2641944316",1.66413294391479
"53","2641944317",1.21471835635233
"54","2641944319",0.770341063344899
"55","2641944322",1.64204874234899
"56","2641944326",0.579089114649683
"57","2641944327",0.76479299489482
"58","2641944328",4.35008963214665
"59","2641944408",2.62404573647729
"60","2641944409",2.84434128574534
"61","2641944410",1.22880971351254
"62","2641944416",1.41840856946342
"63","2641944459",0.949517332167044
"64","2641944460",1.06407752047277
"65","2641944530",2.31449917380949
"66","2641944531",2.44312983757349
"67","2641944532",1.679381420797
"68","2641944533",1.78181231510278
"69","2641944534",1.89206133730277
"70","2641944559",0.743738878059745
"71","2641944560",0.785228180337003
"72","2641944574",1.04013668818452
"73","2641944578",1.5379261576213
"74","2641944614",1.68790677705536
"75","2641944615",1.76640537783043
"76","2641944619",0.947253468639338
"77","2641944654",1.3109323999016
"78","2641944655",1.93359831432931
"79","2641944738",0.957346200138984
"80","2641944739",0.575776971361115
"81","2641944757",1.29167274494844
"82","2641944758",1.44617400993878
"83","2641944760",1.73923375836431
"84","2641944761",1.61475290290962
"85","2641944763",1.72199464911032
"86","2641944764",1.53301331594299
"87","2641944765",0.994732622700096
"88","2641944766",1.3809350424995
"89","2641944767",1.15052602349641
"90","2641944775",2.31563479788546
"91","2641944783",1.80214171176248
"92","2641944791",1.22965904100424
"93","2641944809",0.846296293662898
"94","2641944846",0.400168115752063
"95","2641944867",0.700165368096812
"96","2641944879",0.514221701702467
"97","2641944884",0.440766855700106
"98","2641944909",1.29026287899701
"99","2641944934",0.723577227831562
"100","2641944935",1.28300633981741
"101","2641944937",1.92523426320216
"102","2641944938",0.610478597897051
"103","2641944941",0.781097494029318
"104","2641944942",0.966590966098119
"105","2641944943",0.888702196216561
"106","2641944955",0.57164257111318
