"","gene_id","optR_FC"
"181","K04068",-1.29693124928388
"182","K04487",-0.642807798025132
"183","K04651",-1.30112071470814
"184","K04719",-0.608066921135666
"185","K04771",-0.557343834931887
"186","K04773",-0.338900103677046
"187","K05515",-0.359526330309562
"188","K05770",-0.492948746237795
"189","K05838",-0.559261871791606
"190","K06181",-1.02106912042321
"191","K06883",-0.336293382108862
"192","K06946",-1.22542026091129
"193","K07192",-0.555338154626623
"194","K08234",-1.32915962537872
"195","K08678",-0.706289400531104
"196","K08696",-0.427832922250889
"197","K08698",-0.48630064872506
"198","K08906",-0.797478311120596
"199","K08967",-0.860569063095128
"200","K11163",-1.18179189333708
"201","K11209",-0.44345548621076
"202","K12686",-0.493012302350024
"203","K12988",-0.801027801836688
"204","K13819",-0.633303417514701
"205","K17686",-0.580161145594349
"206","K19169",-0.477124915291809
"207","K20276",-0.516051272626911
"208","K22074",-0.345832158749232
"209","K22616",-0.351604418472548
"210","K23548",-0.572902813507832
"211","K24842",-0.541356635461981
"212","K25656",-0.543721901040652
