"","gene_id","supraR_FC"
"123","2641945179",-0.791902287822833
"124","2641945192",-1.11508267580693
"125","2641945193",-0.924368691742571
"126","2641945214",-0.881483662799539
"127","2641945230",-0.544486933537547
"128","2641945239",-0.543330471318709
"129","2641945240",-1.15150244146547
"130","2641945243",-0.479044160987928
"131","2641945245",-0.423007962624764
"132","2641945248",-1.11430674172774
"133","2641945257",-0.676838288342556
"134","2641945260",-0.931766247055149
"135","2641945266",-1.10438969341785
"136","2641945370",-0.654851772219464
"137","2641945461",-1.01450669710012
"138","2641945468",-0.673710819418579
"139","2641945478",-0.696187131758975
"140","2641945480",-1.84394178051849
"141","2641945481",-1.60625763597197
"142","2641945529",-0.482471450013298
"143","2641945530",-0.422541098524995
"144","2641945535",-1.75723706296188
"145","2641945541",-0.45743055134422
"146","2641945543",-0.556724112513479
"147","2641945563",-1.10984566329887
"148","2641945587",-0.702119583371567
"149","2641945604",-1.32193405624265
"150","2641945605",-1.33662864014118
"151","2641945606",-1.21495871321884
"152","2641945634",-1.71842267637972
"153","2641945702",-0.464825086705492
"154","2641945735",-0.787410494738193
"155","2641945748",-0.914805690909
"156","2641945753",-1.34181861766138
"157","2641945788",-1.51716564759774
"158","2641945816",-0.459032379471311
"159","2641945818",-0.799957093628188
"160","2641945825",-1.46116670509858
"161","2641945888",-0.546334213921533
"162","2641945889",-0.668526103769112
"163","2641945890",-0.939885713831847
"164","2641945893",-0.713859166341584
"165","2641945903",-1.06015564944577
"166","2641945910",-0.66624920482644
"167","2641945971",-0.533694382842862
"168","2641945995",-0.931750031310561
"169","2641946039",-0.531926488453286
"170","2641946065",-0.507655698837259
"171","2641946066",-1.76060615839407
"172","2641946080",-0.444319361958573
"173","2641946085",-0.581335965815931
"174","2641946089",-0.656809797033407
"175","2641946113",-0.543450848875179
"176","2641946116",-0.497864293978534
"177","2641946165",-0.406121863877554
"178","2641946181",-0.644685799686226
"179","2641946245",-0.353814355229713
"180","2641946255",-0.325501478024849
"181","2641946264",-1.47591964954425
"182","2641946350",-0.388789594278288
"183","2641946405",-0.91939476394187
"184","2641946455",-0.890475406754488
"185","2641946463",-1.05227652457562
"186","2641946477",-0.455665390463408
"187","2641946501",-1.16312357993434
"188","2641946553",-0.553310858321987
"189","2641946557",-0.464910026130783
"190","2641946560",-2.3037990770136
"191","2641946565",-0.479713889980771
"192","2641946595",-0.497874959646662
"193","2641946598",-0.689224327596814
"194","2641946599",-0.570715876722705
"195","2641946638",-4.38559561068173
"196","2641947371",-5.01427585842942
"197","2641947705",-4.59654761652547
"198","2641950519",-4.32013087761459
"199","2641950541",-3.75573691659877
"200","2641950661",-5.05877638030049
"201","2641950672",-5.31944782236179
"202","2641950697",-0.654066906362193
"203","2641950714",-0.476341712873567
"204","2641950720",-1.03845482704289
"205","2641950746",-1.51849216096231
"206","2641950750",-1.32682131157414
"207","2641950759",-0.530215853319395
"208","2641950772",-0.336156743702671
"209","2641950789",-1.21617729403318
"210","2641950793",-0.998531758846481
"211","2641950801",-0.589986258687894
"212","2641950828",-2.4387079111796
"213","2641950829",-2.46907571836082
"214","2641950831",-0.690668677868668
"215","2641950916",-0.758902367781188
"216","2641950935",-1.46760470556988
"217","2641950936",-1.71570926265369
"218","2641950952",-0.367747554903962
"219","2641950953",-0.563872472220651
"220","2641950984",-0.592799261728622
"221","2641950985",-0.71367499890711
"222","2641950987",-0.774130274999582
"223","2641950988",-0.525086982108246
"224","2641950989",-0.462505140337225
"225","2641950997",-0.854423498355651
"226","2641951034",-5.2547528345368
"227","2641951097",-4.4686488980273
"228","2641951154",-0.924439405858298
"229","2641951158",-0.651220547890121
"230","2641951160",-0.983853019520978
"231","2641951166",-0.838168247560356
"232","2641951170",-0.591568523903014
"233","2641951179",-1.72491621268201
"234","2641951182",-2.06941950822328
"235","2641951210",-0.789977866170249
"236","2641951237",-1.13519550840912
"237","2641951268",-0.361641264065497
"238","2641951287",-1.01358744702056
"239","2641951319",-0.966522942655062
"240","2641951321",-1.06612208750289
"241","2641951326",-0.465215997411116
"242","2641951373",-0.58214155003987
"243","2641951375",-0.547590259382783
"244","2641951382",-1.45855708885575
"245","2641951408",-1.41678270453815
"246","2641951464",-1.19790609312006
"247","2641951465",-0.542941805298021
"248","2641951478",-0.824692090004707
"249","2641951485",-1.31616648386056
"250","2641951486",-1.00462669434029
"251","2641951492",-4.02517245196806
"252","2641951499",-0.678148756942666
"253","2641951540",-0.809959273265802
"254","2641951554",-0.727945511397565
"255","2641951614",-1.2065005711158
"256","2641951629",-0.880799400617886
"257","2641951630",-0.682433206331894
"258","2641951650",-1.39147409598375
"259","2641951685",-0.368355629175002
"260","2641951732",-0.948196590875505
"261","2641951733",-0.828837020570482
"262","2641951735",-2.67303513474588
"263","2641951756",-1.47707402036833
"264","2641951768",-0.703442988055417
"265","2641951804",-0.792608458903117
"266","2641951809",-1.31285559850701
"267","2641951811",-0.776035757163554
"268","2641951815",-0.554095814601297
"269","2641951848",-0.462640395287301
"270","2641951873",-0.806682820514589
"271","2641951894",-2.09613839204948
"272","2641951899",-0.346329533152932
"273","2641951934",-0.697942772562845
"274","2641951959",-0.822364127705016
"275","2641952005",-0.90186267179581
"276","2641952022",-0.879841548050449
"277","2641952061",-0.500901659750036
"278","2641952062",-0.424261326181988
"279","2641952104",-1.41151406360474
"280","2641952129",-0.472233373805412
"281","2641952134",-1.37844623906968
"282","2641952162",-0.828060949824985
"283","2641952171",-1.13403654604757
"284","2641952186",-1.1325141719276
"285","2641952187",-1.20192644457619
"286","2641952188",-1.02846272483625
"287","2641952189",-1.90792219745077
"288","2641952191",-0.973819282718076
"289","2641952192",-1.11041827709877
"290","2641952208",-0.908895724054164
"291","2641952242",-0.546122786700133
"292","2641952308",-0.701446261507737
"293","2641952328",-1.07373481423485
"294","2641952356",-1.11032149856351
"295","2641952393",-0.411998971439362
"296","2641952398",-0.441546778424896
"297","2641952432",-0.434826483387457
"298","2641952436",-0.964938819804404
"299","2641952443",-0.746157163791983
"300","2641952453",-3.17088054422727
"301","2641952459",-1.22401667446921
"302","2641952472",-1.11106226717726
"303","2641952480",-0.55017452839887
"304","2641952522",-3.82839324338638
"305","2641952548",-1.23833289425953
"306","2641952568",-0.365638904369269
"307","2641952590",-0.336529035299566
"308","2641952642",-0.52594212273678
"309","2641952686",-1.18177187847062
"310","2641952688",-1.77912957251781
"311","2641952695",-1.20675836587083
"312","2641952724",-0.438271395208419
"313","2641952731",-0.56405512334286
"314","2641952753",-2.21375158526946
"315","2641952754",-1.93196152589831
"316","2641952766",-1.28460857418566
"317","2641952831",-1.42881951988829
"318","2641952840",-1.63703433377207
"319","2641952901",-1.2215126594512
"320","2641952916",-0.62301563986367
"321","2641952933",-0.639799801170927
"322","2641952943",-1.33692088418121
"323","2641952983",-1.15795166749129
"324","2641953002",-1.10367352504639
"325","2641953046",-0.814137632369582
"326","2641953053",-0.870906544710195
"327","2641953081",-1.31060193603797
"328","2641953103",-1.09382967941317
"329","2641953200",-0.740477067674297
"330","2641953229",-0.820613893682869
"331","2641953263",-0.942990898739281
"332","2641953269",-0.500943283730679
"333","2641953283",-1.11073128087113
"334","2641953286",-1.14989595370892
"335","2641953287",-0.716145965968988
"336","2641953329",-2.59838354670245
"337","2641953330",-0.551896815146003
"338","2641953354",-2.67635038182722
"339","2641953414",-0.924433282533996
"340","2641953444",-1.07339219162384
"341","2641953447",-0.838377617716526
"342","2641953448",-0.68976374226688
"343","2641953454",-0.821474022696443
"344","2641953455",-1.16822959030351
"345","2641953458",-0.379004179943135
"346","2641953463",-0.776769242447969
"347","2641953477",-1.20652520663184
"348","2641953478",-1.0899603671104
"349","2641953522",-0.649307642485451
"350","2641953601",-4.4042926584624
"351","2641953787",-5.33139768486327
"352","2641953788",-7.20990086259511
"353","2641953809",-0.666857059606412
"354","2641954013",-4.15504805143821
"355","2641954015",-5.63441784756257
"356","2641954208",-0.729320958939748
"357","2641954213",-0.745855441196282
"358","2641954290",-4.86357809615327
"359","2641955060",-5.06129923258103
"360","2641955268",-4.70183288543573
"361","2641955416",-5.27254036963719
"362","2641955506",-5.29206009722724
"363","2641955772",-4.37408616868442
"364","2641956452",-4.70774415876472
"365","2641956494",-4.95167761419778
"366","2641956912",-6.27566625471981
"367","2641956928",-4.69870658883614
"368","2641957215",-5.15479403186339
"369","2641957694",-5.10530611127296
"370","2641957919",-3.46381313947972
"371","2641958838",-4.61473347625638
"372","2641958879",-4.95149269992571
"373","2641959098",-4.74115302104154
"374","2641959110",-4.7971058216457
"375","K00014",-0.890746407221967
"376","K00052",-0.369459054472114
"377","K00128",-1.87329441989786
"378","K00135",-0.470568195475834
"379","K00218",-0.890578079744609
"380","K00239",-0.765005550573677
"381","K00324",-0.359182285442105
"382","K00325",-0.299883361096227
"383","K00558",-0.462795725568183
"384","K00609",-1.20397582426758
"385","K00682",-0.676011034745949
"386","K00703",-0.653717603675712
"387","K00761",-0.641295747500433
"388","K00763",-0.659925433788511
"389","K00812",-0.830512052953336
"390","K00852",-1.04370516956025
"391","K00858",-0.562165393353084
"392","K00884",-1.1221374590772
"393","K00927",-0.514526500508024
"394","K00928",-1.02901983384053
"395","K00931",-0.452644948150989
"396","K00950",-0.716872524245234
"397","K00971",-0.877959596635875
"398","K00973",-0.459717144111105
"399","K01005",-0.329862596039744
"400","K01007",-1.13715290004989
"401","K01057",-0.449880451733692
"402","K01126",-0.431955845082572
"403","K01185",-0.982621223038512
"404","K01262",-0.380720911074375
"405","K01428",-0.612407561419398
"406","K01507",-0.406177481832169
"407","K01519",-0.791828202300784
"408","K01524",-0.93272062905733
"409","K01599",-0.789564763134644
"410","K01602",-0.283435840731279
"411","K01620",-1.09510209836573
"412","K01623",-1.80780405817768
"413","K01653",-0.533836711540538
"414","K01662",-0.907350221737634
"415","K01687",-0.416817502763844
"416","K01703",-0.401087711320504
"417","K01756",-0.584197915972241
"418","K01783",-0.301227017892592
"419","K01807",-0.990036696733096
"420","K01835",-0.545121024337557
"421","K01845",-0.669284649799613
"422","K01879",-0.335828484707211
"423","K01890",-0.487292583151446
"424","K01902",-0.632620337317394
"425","K02012",-0.692808581488049
"426","K02018",-0.701060205507804
"427","K02028",-0.522273443225213
"428","K02031",-0.419011213299705
"429","K02092",-0.742949242589112
"430","K02093",-0.749019235446708
"431","K02094",-0.438652337782864
"432","K02096",-0.730926447985514
"433","K02097",-0.714344086299194
"434","K02112",-0.439703144334338
"435","K02114",-0.369808625843378
"436","K02115",-0.249586295353314
"437","K02234",-0.510707697679387
"438","K02284",-0.903061539856796
"439","K02285",-0.892923628954621
"440","K02434",-0.980807054500647
"441","K02437",-0.565555725693282
"442","K02501",-0.744657403772269
"443","K02510",-0.605212836278024
"444","K02535",-0.733932136443378
"445","K02634",-0.436429367937057
"446","K02641",-0.456256608099541
"447","K02642",-1.16174177200992
"448","K02643",-0.646012769781838
"449","K02650",-0.569117533215626
"450","K02669",-0.964042465011644
"451","K02689",-0.484558922598624
"452","K02690",-0.48915557601434
"453","K02692",-1.16466753475477
"454","K02693",-0.859374029766137
"455","K02700",-0.618292055542006
"456","K02704",-0.336245096259943
"457","K02709",-0.465775087260204
"458","K02712",-0.584961252178561
"459","K02716",-0.703202016099389
"460","K02719",-0.544460255185691
"461","K02720",-0.793951800418121
"462","K02723",-0.845986874713867
"463","K02825",-1.13349962101023
"464","K02836",-0.576893699778797
"465","K02838",-0.511676013008926
"466","K02884",-0.39467239591234
"467","K02897",-0.29192332092242
"468","K03088",-0.406137913479601
"469","K03118",-0.538302781413218
"470","K03301",-0.388700210620081
"471","K03325",-0.828160186668905
"472","K03403",-1.59232397443727
"473","K03412",-0.72207811598192
"474","K03455",-0.342834988505218
"475","K03500",-1.25661436705858
"476","K03517",-0.591108381900271
"477","K03526",-0.322668291771292
"478","K03545",-0.382702186325507
"479","K03564",-0.432081723270894
"480","K03569",-0.626712135699633
"481","K03638",-0.524831219982629
"482","K03650",-0.710296768238526
"483","K03685",-0.698518623821239
"484","K03687",-0.317922625169082
"485","K03705",-0.737390198765861
"486","K03795",-0.950727737025409
"487","K03839",-0.923899726062444
"488","K03969",-0.284755934939177
"489","K03980",-0.711386697685742
"490","K04034",-0.679028214786892
"491","K04035",-0.698324962266698
"492","K04039",-0.731006185592853
"493","K04068",-0.964294572184949
"494","K04656",-0.853551963223466
"495","K05371",-0.372327230801288
"496","K05376",-0.82111260719119
"497","K05377",-0.598207205205293
"498","K05378",-0.41571790816291
"499","K05380",-0.329038117636757
"500","K05383",-0.382045656153507
"501","K05520",-0.778620718978687
"502","K05770",-0.737226137076304
"503","K05808",-0.484785809331533
"504","K05838",-1.08874155089631
"505","K05979",-0.838209122121925
"506","K06118",-0.294860035817545
"507","K06181",-0.881617874707138
"508","K06442",-0.677458887955592
"509","K06873",-0.563658482311275
"510","K06883",-0.390389766314092
"511","K06911",-0.481823175376231
"512","K06946",-1.08885047606997
"513","K06971",-0.498378746885753
"514","K06991",-0.546694569421014
"515","K07093",-0.454645792406692
"516","K07101",-1.00800440808118
"517","K07124",-1.40016163537252
"518","K07147",-0.597614289082663
"519","K07192",-0.59165092120001
"520","K07336",-0.78197155168508
"521","K07391",-0.446712782046969
"522","K07393",-0.610190689228548
"523","K08084",-3.20547513390964
"524","K08234",-1.21869199372612
"525","K08696",-0.467173499972745
"526","K08698",-0.588047167645017
"527","K08699",-0.735705408276648
"528","K08700",-0.757351375155229
"529","K08906",-1.9435713916379
"530","K08967",-1.60949445958719
"531","K09001",-0.506770794989175
"532","K09705",-1.27627771405236
"533","K09818",-1.24925689241038
"534","K09834",-0.87507196222302
"535","K09969",-0.424651498403739
"536","K09970",-0.543464639263319
"537","K10206",-0.418818826768914
"538","K10960",-1.93776198089493
"539","K11163",-1.0454083473589
"540","K11206",-0.853019402889869
"541","K11963",-0.799604258168274
"542","K12686",-0.541962280376318
"543","K12952",-0.646508632453054
"544","K12988",-0.900970650139496
"545","K13628",-0.448286242515414
"546","K13821",-1.03756169063408
"547","K14393",-0.538566558969714
"548","K14645",-0.456025356988226
"549","K14652",-1.03856269719319
"550","K15976",-0.477053828976716
"551","K17108",-0.689660052464276
"552","K18189",-0.970814069050793
"553","K19169",-0.561532347962294
"554","K19170",-0.69395487460065
"555","K20074",-0.423150941312661
"556","K21231",-0.663248342318606
"557","K21395",-0.796037734855649
"558","K21480",-0.564038604731741
"559","K22074",-0.326223864593606
"560","K22616",-1.04203349196729
"561","K24392",-0.789122264360064
"562","K25570",-0.483032400419216
"563","K25587",-0.863543062246983
"564","K25656",-0.414913913056368
"565","K25706",-0.971766733474623
