"","gene_id","optR_FC"
"1","2641943196",0.588765682605071
"2","2641943209",0.932135073324142
"3","2641943210",0.9532952263019
"4","2641943358",0.398526278581112
"5","2641943359",1.28973362059124
"6","2641943435",1.1082086550077
"7","2641943488",0.723660710513399
"8","2641943490",0.623189670580769
"9","2641943525",0.511909866908111
"10","2641943530",0.69583694155037
"11","2641943630",0.597069442994546
"12","2641943677",0.868403839188312
"13","2641943678",1.05354217587281
"14","2641943807",0.544199979815591
"15","2641943808",0.480940559838678
"16","2641943885",0.69588499065485
"17","2641943905",0.599981874613971
"18","2641943947",1.14337261676949
"19","2641943948",1.08919214578882
"20","2641943975",0.660571343941423
"21","2641944065",0.588999583021759
"22","2641944078",0.639942960119409
"23","2641944136",0.278688480412848
"24","2641944140",0.754596618604567
"25","2641944142",1.52236783951744
"26","2641944231",0.982776888706552
"27","2641944233",0.469818171395709
"28","2641944237",0.878979530571909
"29","2641944242",0.658856050207711
"30","2641944259",0.746729432642145
"31","2641944297",0.939943921996346
"32","2641944298",1.20628539771663
"33","2641944299",1.09305990742785
"34","2641944300",1.19463255630507
"35","2641944322",1.05040622021825
"36","2641944326",0.367981314825841
"37","2641944347",0.369472384916882
"38","2641944421",1.10927222247193
"39","2641944422",0.663227741880398
"40","2641944507",0.7005753474346
"41","2641944599",0.782644225704192
"42","2641944654",0.548190394922475
"43","2641944712",0.555862157458181
"44","2641944791",1.36160699878159
"45","2641944867",0.684875295622794
"46","2641944875",1.22733126343604
"47","2641944942",0.885669565059691
"48","2641944943",0.973549832569632
"49","2641944966",0.814080034603775
"50","2641944968",0.62257891343905
"51","2641944972",0.299444138084099
"52","2641944991",0.646128476008911
"53","2641945059",0.342537404845359
"54","2641945099",0.794272999506779
"55","2641945101",0.681361184850444
"56","2641945102",0.685597992614889
"57","2641945110",0.466600921157762
"58","2641945111",0.621816783554884
"59","2641945290",1.09141272566322
"60","2641945351",0.461615063311495
"61","2641945367",0.747925455713655
"62","2641945387",0.457071412366816
"63","2641945411",0.984893859964704
"64","2641945484",1.31811332569895
"65","2641945533",1.03116148700435
"66","2641945614",0.934170776196663
"67","2641945684",0.496810876455737
"68","2641945727",0.447598179050563
"69","2641945729",0.582271358915663
"70","2641945741",0.43884937706679
"71","2641945747",1.93247821393268
"72","2641945765",0.542746371505284
"73","2641945769",0.552370151081115
"74","2641945795",0.413439466482331
"75","2641945796",0.666453643348364
"76","2641946002",1.01024550641393
"77","2641946010",0.298534953314216
"78","2641946037",0.566932192288343
"79","2641946047",0.470980058805367
"80","2641946128",0.9116488601168
"81","2641946171",0.527334976562846
"82","2641946339",0.39668478746125
"83","2641946471",0.317286422062111
"84","2641946593",1.14134682531142
"85","2641946602",0.609366427968949
"86","2641950238",0.467398813765955
"87","2641950718",0.400395787573713
"88","2641950729",0.66193397503476
"89","2641950894",0.629458322244942
"90","2641950977",1.89963795686915
"91","2641950978",1.7855158746581
"92","2641951022",0.556582649839081
"93","2641951209",1.48125150423328
"94","2641951246",0.726606900172504
"95","2641951287",0.628619154521614
"96","2641951310",1.12089406220395
"97","2641951352",0.375438439739746
"98","2641951359",0.412885662971912
"99","2641951360",1.71582564640169
"100","2641951496",0.493007989589672
"101","2641951513",0.752027570058899
"102","2641951531",1.08018165260201
"103","2641951536",0.556407756633573
"104","2641951555",0.858165603084175
"105","2641951556",1.16893888257743
"106","2641951560",0.478941153589639
"107","2641951588",1.13309380539818
"108","2641951681",0.313144010715616
"109","2641951719",0.644781508904111
"110","2641951748",1.43902814081307
"111","2641951750",0.558070269775921
"112","2641951775",0.467633970379135
"113","2641951799",0.555104184976035
"114","2641951803",0.504386007412144
"115","2641951808",0.696624291158246
"116","2641951825",1.06155511943769
"117","2641951895",0.764693045377807
"118","2641951912",1.30776721492668
"119","2641951940",0.703958781259767
"120","2641951946",0.989856144488598
"121","2641951987",1.08818917213697
"122","2641951990",0.900791968792357
"123","2641952049",1.41759806474806
"124","2641952101",1.49214373824343
"125","2641952104",1.69203955871651
"126","2641952131",0.713382281052713
"127","2641952132",0.701739377224784
"128","2641952200",0.862562384507169
"129","2641952208",1.3687171595849
"130","2641952303",1.27820959204969
"131","2641952324",0.767519976860813
"132","2641952464",0.578270215318345
"133","2641952537",0.386963314861912
"134","2641952539",1.14158061828687
"135","2641952559",0.896228475337562
"136","2641952579",0.793134071063022
"137","2641952580",0.515125996471871
"138","2641952588",1.13455489489683
"139","2641952596",0.630643051072
"140","2641952603",0.550172505217647
"141","2641952607",0.872790177731265
"142","2641952648",0.649212013439858
"143","2641952679",0.733544648004198
"144","2641952680",0.43393223599178
"145","2641952681",0.564710610680574
"146","2641952682",1.18060374042092
"147","2641952696",0.838520392691378
"148","2641952759",1.23347948536987
"149","2641952918",3.60081152816048
"150","2641952948",1.37332669714265
"151","2641953003",2.54260272676439
"152","2641953004",2.33038776090495
"153","2641953007",1.65892091897027
"154","2641953008",1.81045779914736
"155","2641953009",1.44375302906953
"156","2641953023",1.30396078628604
"157","2641953076",1.14452533622076
"158","2641953188",0.848389131018594
"159","2641953189",0.351657548791348
"160","2641953245",0.531754501597515
"161","2641953327",0.686252032300573
"162","2641953328",0.87586409670295
"163","2641953501",0.634162381332029
"164","2641954130",0.633326749951539
"165","2641954944",0.765343082663985
"166","2641955949",1.03276308148205
"167","K00075",0.687470183091798
"168","K00145",0.515355648801059
"169","K00162",0.327206989208504
"170","K00208",0.528774847843811
"171","K00228",0.38719082498033
"172","K00325",0.233989532780475
"173","K00390",0.745810481979792
"174","K00549",1.739994395804
"175","K00652",0.527623343967652
"176","K00790",0.488642439458584
"177","K00847",0.481005781178637
"178","K00856",0.48317721812756
"179","K00939",0.718722179584913
"180","K01012",0.264132454583434
"181","K01061",0.498561748510764
"182","K01207",0.672832268205157
"183","K01493",0.679847450592352
"184","K01495",0.327998174783832
"185","K01551",0.352007684540877
"186","K01591",0.588269176102703
"187","K01661",0.450359788842041
"188","K01693",0.537111025246005
"189","K01755",0.371194191076895
"190","K01756",0.439734337020462
"191","K01803",0.31426285196061
"192","K01814",0.376490169881572
"193","K01866",0.517787998553337
"194","K01881",0.527206805931203
"195","K01924",0.40811522124827
"196","K02001",0.443562826698119
"197","K02108",0.591430438630339
"198","K02224",1.23801409533812
"199","K02238",0.47158397672612
"200","K02316",0.562456797466809
"201","K02355",0.314898015923899
"202","K02356",0.291624830373646
"203","K02433",0.403620695073958
"204","K02493",0.662711124044259
"205","K02518",0.638266335840479
"206","K02635",0.265596922386654
"207","K02636",0.44171655534105
"208","K02687",0.734344422520709
"209","K02698",0.307658648832999
"210","K02705",0.293428664350766
