"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051536","GO:0051536","iron-sulfur cluster binding","17/252","29/1180",1.05668922290472e-05,0.00171183654110564,0.00165733362329266,"K00366/K00392/K01012/K01682/K02585/K02586/K02591/K02639/K03593/K04034/K06168/K06941/K11781/K13628/K13819/K22705/K23548",17
