"","x"
"1","2607584698"
"2","2607584702"
"3","2607584707"
"4","2607584778"
"5","2607584793"
"6","2607584797"
"7","2607584801"
"8","2607584805"
"9","2607584823"
"10","2607584890"
"11","2607584917"
"12","2607584988"
"13","2607585004"
"14","2607585123"
"15","2607585143"
"16","2607585208"
"17","2607585212"
"18","2607585232"
"19","2607585312"
"20","2607585317"
"21","2607585318"
"22","2607585319"
"23","2607585330"
"24","2607585415"
"25","2607585493"
"26","2607585637"
"27","2607585657"
"28","2607585668"
"29","2607585674"
"30","2607585686"
"31","2607585713"
"32","2607585714"
"33","2607585997"
"34","2607586141"
"35","2607586142"
"36","2607586191"
"37","2607586314"
"38","2607586364"
"39","2607586365"
"40","2607586450"
"41","2607586499"
"42","2607586505"
"43","2607586562"
"44","2607586574"
"45","2607586588"
"46","2607586776"
"47","2607586808"
"48","2607586910"
"49","2607586912"
"50","2607586924"
"51","2607586938"
"52","2607586940"
"53","2607587038"
"54","2607587040"
"55","2607587041"
"56","2607587043"
"57","2607587044"
"58","2607587047"
"59","2607587054"
"60","2607587085"
"61","2607587201"
"62","2607587268"
"63","2607587284"
"64","2607587304"
"65","2607587312"
"66","2607587325"
"67","2607587338"
"68","2607587339"
"69","2607587347"
"70","2607587389"
"71","2607587445"
"72","2607587530"
"73","2607587549"
"74","2607587559"
"75","2607587571"
"76","2607587573"
"77","2607587596"
"78","2607587716"
"79","2607587723"
"80","2607587782"
"81","2607587900"
"82","2607587964"
"83","2607587992"
"84","2607588018"
"85","2607588022"
"86","2607588031"
"87","2607588070"
"88","2607588093"
"89","2607588227"
"90","2607588236"
"91","2607588255"
"92","2607588277"
"93","2607588299"
"94","2607588390"
"95","2607588404"
"96","2607588407"
"97","2607588441"
"98","2607588544"
"99","2607588547"
"100","2607588602"
"101","2607588716"
"102","2607588717"
"103","2607588745"
"104","2607588774"
"105","2607588793"
"106","2607588843"
"107","2607588908"
"108","2607588909"
"109","2607588910"
"110","2607588912"
"111","2607588923"
"112","2607588924"
"113","2607588991"
"114","2607589046"
"115","2607589092"
"116","2607589093"
"117","2607589131"
"118","2607589147"
"119","2607589158"
"120","2607589182"
"121","2607589187"
"122","2607589206"
"123","2607589263"
"124","2607589277"
"125","2607589426"
"126","2607589487"
"127","2607589518"
"128","2607589603"
"129","2607589605"
"130","2607589622"
"131","2607589735"
"132","2607589826"
"133","2607589830"
"134","2607589833"
"135","2607589841"
"136","2607589852"
"137","2607589857"
"138","2607589898"
"139","isiA"
"140","K00036"
"141","K00128"
"142","K00218"
"143","K00239"
"144","K00457"
"145","K00485"
"146","K00556"
"147","K00640"
"148","K00682"
"149","K00763"
"150","K00845"
"151","K00989"
"152","K01057"
"153","K01126"
"154","K01428"
"155","K01524"
"156","K01623"
"157","K01807"
"158","K01879"
"159","K01990"
"160","K02002"
"161","K02010"
"162","K02012"
"163","K02018"
"164","K02020"
"165","K02031"
"166","K02434"
"167","K02585"
"168","K02586"
"169","K02588"
"170","K02591"
"171","K02593"
"172","K02595"
"173","K02596"
"174","K02692"
"175","K02836"
"176","K02959"
"177","K03321"
"178","K03500"
"179","K03832"
"180","K03839"
"181","K04068"
"182","K04487"
"183","K04651"
"184","K04719"
"185","K04771"
"186","K04773"
"187","K05515"
"188","K05770"
"189","K05838"
"190","K06181"
"191","K06883"
"192","K06946"
"193","K07192"
"194","K08234"
"195","K08678"
"196","K08696"
"197","K08698"
"198","K08906"
"199","K08967"
"200","K11163"
"201","K11209"
"202","K12686"
"203","K12988"
"204","K13819"
"205","K17686"
"206","K19169"
"207","K20276"
"208","K22074"
"209","K22616"
"210","K23548"
"211","K24842"
"212","K25656"
