"","x"
"1","2607584692"
"2","2607584747"
"3","2607584830"
"4","2607584891"
"5","2607584917"
"6","2607584989"
"7","2607585011"
"8","2607585016"
"9","2607585066"
"10","2607585103"
"11","2607585127"
"12","2607585163"
"13","2607585187"
"14","2607585232"
"15","2607585250"
"16","2607585279"
"17","2607585317"
"18","2607585330"
"19","2607585349"
"20","2607585353"
"21","2607585368"
"22","2607585404"
"23","2607585415"
"24","2607585425"
"25","2607585442"
"26","2607585445"
"27","2607585451"
"28","2607585493"
"29","2607585531"
"30","2607585540"
"31","2607585579"
"32","2607585597"
"33","2607585599"
"34","2607585646"
"35","2607585655"
"36","2607585666"
"37","2607585710"
"38","2607585727"
"39","2607585728"
"40","2607586043"
"41","2607586048"
"42","2607586080"
"43","2607586121"
"44","2607586124"
"45","2607586128"
"46","2607586140"
"47","2607586143"
"48","2607586158"
"49","2607586177"
"50","2607586189"
"51","2607586192"
"52","2607586193"
"53","2607586232"
"54","2607586286"
"55","2607586290"
"56","2607586354"
"57","2607586361"
"58","2607586390"
"59","2607586394"
"60","2607586413"
"61","2607586434"
"62","2607586457"
"63","2607586465"
"64","2607586471"
"65","2607586472"
"66","2607586505"
"67","2607586596"
"68","2607586616"
"69","2607586621"
"70","2607586654"
"71","2607586742"
"72","2607586766"
"73","2607586808"
"74","2607586819"
"75","2607586860"
"76","2607586950"
"77","2607586953"
"78","2607586987"
"79","2607587031"
"80","2607587034"
"81","2607587038"
"82","2607587041"
"83","2607587042"
"84","2607587043"
"85","2607587047"
"86","2607587067"
"87","2607587189"
"88","2607587203"
"89","2607587229"
"90","2607587269"
"91","2607587277"
"92","2607587313"
"93","2607587392"
"94","2607587423"
"95","2607587425"
"96","2607587646"
"97","2607587647"
"98","2607587675"
"99","2607587707"
"100","2607587716"
"101","2607587783"
"102","2607587801"
"103","2607587828"
"104","2607587878"
"105","2607587879"
"106","2607587924"
"107","2607587964"
"108","2607587965"
"109","2607588011"
"110","2607588060"
"111","2607588125"
"112","2607588126"
"113","2607588135"
"114","2607588163"
"115","2607588166"
"116","2607588177"
"117","2607588252"
"118","2607588253"
"119","2607588263"
"120","2607588276"
"121","2607588293"
"122","2607588382"
"123","2607588390"
"124","2607588447"
"125","2607588451"
"126","2607588460"
"127","2607588475"
"128","2607588483"
"129","2607588485"
"130","2607588569"
"131","2607588594"
"132","2607588597"
"133","2607588600"
"134","2607588606"
"135","2607588636"
"136","2607588639"
"137","2607588701"
"138","2607588726"
"139","2607588731"
"140","2607588774"
"141","2607588784"
"142","2607588793"
"143","2607588840"
"144","2607588937"
"145","2607588954"
"146","2607589015"
"147","2607589100"
"148","2607589151"
"149","2607589157"
"150","2607589192"
"151","2607589196"
"152","2607589198"
"153","2607589202"
"154","2607589243"
"155","2607589245"
"156","2607589258"
"157","2607589310"
"158","2607589451"
"159","2607589466"
"160","2607589594"
"161","2607589599"
"162","2607589604"
"163","2607589647"
"164","2607589654"
"165","2607589735"
"166","2607589750"
"167","2607589754"
"168","2607589759"
"169","2607589825"
"170","2607589852"
"171","2607589853"
"172","2607589891"
"173","2607589893"
"174","2607589908"
"175","K00003"
"176","K00027"
"177","K00033"
"178","K00036"
"179","K00104"
"180","K00134"
"181","K00161"
"182","K00254"
"183","K00276"
"184","K00281"
"185","K00284"
"186","K00366"
"187","K00367"
"188","K00392"
"189","K00548"
"190","K00605"
"191","K00611"
"192","K00616"
"193","K00645"
"194","K00688"
"195","K00700"
"196","K00705"
"197","K00764"
"198","K00789"
"199","K00797"
"200","K00799"
"201","K00801"
"202","K00826"
"203","K00845"
"204","K00855"
"205","K00873"
"206","K00962"
"207","K00975"
"208","K01012"
"209","K01057"
"210","K01082"
"211","K01153"
"212","K01174"
"213","K01251"
"214","K01256"
"215","K01299"
"216","K01414"
"217","K01495"
"218","K01586"
"219","K01595"
"220","K01601"
"221","K01647"
"222","K01649"
