"","x"
"1","2607584616"
"2","2607584645"
"3","2607584681"
"4","2607584698"
"5","2607584702"
"6","2607584716"
"7","2607584750"
"8","2607584776"
"9","2607584778"
"10","2607584780"
"11","2607584800"
"12","2607584822"
"13","2607584823"
"14","2607584829"
"15","2607584835"
"16","2607584860"
"17","2607584875"
"18","2607584888"
"19","2607584897"
"20","2607584908"
"21","2607584916"
"22","2607584954"
"23","2607585004"
"24","2607585018"
"25","2607585028"
"26","2607585036"
"27","2607585055"
"28","2607585067"
"29","2607585080"
"30","2607585097"
"31","2607585101"
"32","2607585123"
"33","2607585139"
"34","2607585152"
"35","2607585158"
"36","2607585173"
"37","2607585174"
"38","2607585205"
"39","2607585208"
"40","2607585209"
"41","2607585210"
"42","2607585211"
"43","2607585212"
"44","2607585217"
"45","2607585234"
"46","2607585239"
"47","2607585240"
"48","2607585241"
"49","2607585252"
"50","2607585267"
"51","2607585275"
"52","2607585308"
"53","2607585309"
"54","2607585312"
"55","2607585324"
"56","2607585365"
"57","2607585371"
"58","2607585410"
"59","2607585411"
"60","2607585424"
"61","2607585431"
"62","2607585456"
"63","2607585470"
"64","2607585505"
"65","2607585581"
"66","2607585602"
"67","2607585611"
"68","2607585634"
"69","2607585637"
"70","2607585674"
"71","2607585686"
"72","2607585701"
"73","2607585711"
"74","2607585713"
"75","2607585725"
"76","2607585726"
"77","2607585740"
"78","2607585741"
"79","2607585754"
"80","2607585763"
"81","2607585777"
"82","2607585780"
"83","2607585821"
"84","2607585827"
"85","2607585830"
"86","2607585879"
"87","2607586002"
"88","2607586007"
"89","2607586078"
"90","2607586087"
"91","2607586141"
"92","2607586191"
"93","2607586194"
"94","2607586212"
"95","2607586213"
"96","2607586218"
"97","2607586219"
"98","2607586253"
"99","2607586301"
"100","2607586302"
"101","2607586304"
"102","2607586305"
"103","2607586307"
"104","2607586311"
"105","2607586312"
"106","2607586313"
"107","2607586314"
"108","2607586331"
"109","2607586333"
"110","2607586336"
"111","2607586337"
"112","2607586339"
"113","2607586364"
"114","2607586399"
"115","2607586402"
"116","2607586431"
"117","2607586442"
"118","2607586462"
"119","2607586496"
"120","2607586521"
"121","2607586536"
"122","2607586562"
"123","2607586563"
"124","2607586564"
"125","2607586565"
"126","2607586569"
"127","2607586572"
"128","2607586573"
"129","2607586575"
"130","2607586578"
"131","2607586589"
"132","2607586638"
"133","2607586639"
"134","2607586647"
"135","2607586650"
"136","2607586655"
"137","2607586657"
"138","2607586658"
"139","2607586672"
"140","2607586693"
"141","2607586706"
"142","2607586707"
"143","2607586724"
"144","2607586735"
"145","2607586746"
"146","2607586761"
"147","2607586762"
"148","2607586764"
"149","2607586797"
"150","2607586813"
"151","2607586817"
"152","2607586840"
"153","2607586841"
"154","2607586846"
"155","2607586855"
"156","2607586920"
"157","2607586924"
"158","2607586936"
"159","2607586942"
"160","2607586965"
"161","2607586991"
"162","2607586995"
"163","2607587045"
"164","2607587054"
"165","2607587065"
"166","2607587066"
"167","2607587068"
"168","2607587069"
"169","2607587073"
"170","2607587085"
"171","2607587095"
"172","2607587123"
"173","2607587135"
"174","2607587162"
"175","2607587170"
"176","2607587174"
"177","2607587185"
"178","2607587192"
"179","2607587201"
"180","2607587216"
"181","2607587238"
"182","2607587246"
"183","2607587297"
"184","2607587304"
"185","2607587312"
