"","x"
"1","2607584698"
"2","2607584702"
"3","2607584778"
"4","2607584797"
"5","2607584801"
"6","2607584805"
"7","2607584823"
"8","2607584890"
"9","2607584917"
"10","2607585004"
"11","2607585123"
"12","2607585208"
"13","2607585212"
"14","2607585232"
"15","2607585312"
"16","2607585317"
"17","2607585318"
"18","2607585319"
"19","2607585493"
"20","2607585637"
"21","2607585657"
"22","2607585668"
"23","2607585686"
"24","2607585713"
"25","2607585714"
"26","2607585997"
"27","2607586141"
"28","2607586142"
"29","2607586191"
"30","2607586364"
"31","2607586365"
"32","2607586450"
"33","2607586562"
"34","2607586574"
"35","2607586588"
"36","2607586910"
"37","2607586912"
"38","2607586924"
"39","2607586938"
"40","2607586940"
"41","2607587054"
"42","2607587085"
"43","2607587268"
"44","2607587284"
"45","2607587304"
"46","2607587312"
"47","2607587325"
"48","2607587338"
"49","2607587339"
"50","2607587389"
"51","2607587445"
"52","2607587530"
"53","2607587549"
"54","2607587571"
"55","2607587573"
"56","2607587596"
"57","2607587900"
"58","2607587992"
"59","2607588018"
"60","2607588022"
"61","2607588031"
"62","2607588070"
"63","2607588093"
"64","2607588227"
"65","2607588236"
"66","2607588255"
"67","2607588299"
"68","2607588390"
"69","2607588404"
"70","2607588407"
"71","2607588544"
"72","2607588547"
"73","2607588716"
"74","2607588717"
"75","2607588745"
"76","2607588793"
"77","2607588843"
"78","2607588908"
"79","2607588909"
"80","2607588910"
"81","2607588912"
"82","2607588991"
"83","2607589147"
"84","2607589158"
"85","2607589182"
"86","2607589206"
"87","2607589263"
"88","2607589277"
"89","2607589426"
"90","2607589518"
"91","2607589603"
"92","2607589605"
"93","2607589826"
"94","2607589830"
"95","2607589833"
"96","2607589841"
"97","2607589857"
"98","2607589898"
"99","isiA"
"100","K00128"
"101","K00218"
"102","K00239"
"103","K00457"
"104","K00556"
"105","K00682"
"106","K00763"
"107","K01057"
"108","K01126"
"109","K01428"
"110","K01524"
"111","K01623"
"112","K01807"
"113","K01879"
"114","K01990"
"115","K02010"
"116","K02012"
"117","K02031"
"118","K02434"
"119","K02692"
"120","K02836"
"121","K02959"
"122","K03321"
"123","K03500"
"124","K03839"
"125","K04068"
"126","K04719"
"127","K04771"
"128","K04773"
"129","K05770"
"130","K05838"
"131","K06181"
"132","K06883"
"133","K06946"
"134","K07192"
"135","K08234"
"136","K08696"
"137","K08698"
"138","K08906"
"139","K08967"
"140","K11163"
"141","K12686"
"142","K12988"
"143","K19169"
"144","K20276"
"145","K22074"
"146","K22616"
"147","K25656"
