gene_id,KO,L22-1,L22-2,L22-3,R22-1,R22-2,R22-3,L27-1,L27-2,L27-3,R27-1,R27-2,R27-3,L32-1,L32-2,L32-3,R32-1,R32-2,R32-3
2641951827,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951828,K01953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951829,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951830,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951831,NA,0,0,0,0,0,0,0,0,0,0,3,1,4,0,2,5,3,2
2641951832,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2641951833,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2641951834,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951835,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951836,K07460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951837,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951838,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951839,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2641951840,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951841,K02343,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2641951842,K02990,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,8,1,0
2641951843,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951844,NA,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0
2641951845,NA,174,100,50,292,322,340,160,127,61,847,385,361,403,321,278,366,338,362
2641951846,NA,10,5,1,6,2,6,1,0,0,16,10,8,30,8,6,7,7,3
2641951847,NA,68,28,13,21,34,24,8,3,0,65,33,40,93,68,43,43,33,49
2641951848,NA,583,208,113,261,286,317,75,56,26,638,471,411,615,462,286,466,416,442
2641951849,NA,4,0,0,2,3,4,0,0,0,7,0,2,7,1,2,1,1,1
2641951850,NA,560,230,92,214,314,331,44,24,4,306,200,211,215,161,105,143,142,154
2641951851,NA,88,22,10,53,41,66,8,6,1,82,51,59,83,86,55,40,63,43
2641951852,NA,25,8,2,11,15,15,1,0,0,16,13,16,37,28,12,13,17,15
2641951853,NA,142,54,26,72,68,100,22,13,5,82,60,71,115,79,60,61,72,56
2641951854,K02720,184,75,28,134,123,202,29,16,4,505,283,225,302,216,122,227,277,213
2641951855,K02720,960,397,153,746,808,944,142,84,25,3393,1817,1613,1428,1107,725,1655,1694,1631
2641951856,NA,141,56,13,54,67,105,7,4,1,197,137,130,123,103,51,108,129,87
2641951857,NA,49,20,5,19,34,32,8,8,1,37,28,23,49,34,30,33,35,35
2641951858,K01963,514,253,137,333,366,385,129,80,27,621,477,519,676,621,401,398,488,445
2641951859,K02654,105,28,6,43,32,68,11,5,1,109,67,70,92,64,56,52,54,44
2641951860,NA,6,1,1,5,7,12,1,2,1,19,14,7,9,7,11,5,10,5
2641951861,NA,5,0,2,0,3,1,0,0,0,1,1,1,2,1,2,1,0,0
2641951862,NA,5,1,1,1,2,6,0,0,0,14,4,6,3,4,2,3,5,2
2641951863,NA,10,2,0,3,5,7,2,0,1,5,3,8,2,2,4,2,5,4
2641951864,NA,2,3,1,0,5,7,0,1,0,5,3,7,5,5,2,1,3,3
2641951865,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951866,K03702,75,58,37,46,59,51,37,22,15,76,85,67,64,52,61,64,68,59
2641951867,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951868,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951869,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951870,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951871,NA,12,5,15,23,21,12,5,4,3,27,16,11,20,25,17,17,20,13
2641951872,NA,2,0,1,0,0,2,1,0,0,5,1,0,1,1,2,1,0,0
2641951873,NA,156,89,50,81,108,93,85,60,44,169,110,102,166,153,121,199,151,198
2641951874,K08967,29,8,5,12,12,11,7,6,2,42,23,24,60,44,34,42,38,39
2641951875,K03630,21,14,3,7,12,12,8,2,0,16,20,21,22,12,20,17,15,15
2641951876,K07037,76,37,15,38,34,32,9,2,4,43,27,24,49,49,45,16,31,28
2641951877,NA,140,50,20,54,70,89,14,4,0,49,57,66,111,93,74,40,50,50
2641951878,NA,236,89,29,95,160,169,27,6,4,120,112,98,178,144,85,79,104,119
2641951879,K03786,1369,451,97,757,765,1096,93,52,9,1419,1154,998,1127,872,512,623,764,696
2641951880,NA,197,57,22,98,90,152,18,8,2,226,166,150,152,137,56,93,108,86
2641951881,K03742,249,102,54,135,212,187,53,29,10,227,159,168,232,178,112,170,143,145
2641951882,K02851,116,42,17,71,77,99,14,5,2,105,78,105,127,68,39,65,69,64
2641951883,K00600,1671,1106,709,1294,1544,1295,864,538,319,2117,1735,1799,1952,1965,1636,1960,1725,1677
2641951884,NA,2,0,0,1,1,0,0,0,0,2,0,3,2,0,1,1,1,0
2641951885,K15976,557,315,149,386,447,377,190,129,47,915,634,622,846,758,536,638,649,602
2641951886,NA,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
2641951887,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951888,NA,8,2,2,0,5,4,1,0,1,4,7,2,4,2,0,3,4,3
2641951889,NA,10,7,1,5,11,10,0,0,0,17,16,10,2,10,7,6,5,13
2641951890,NA,11,11,13,19,20,14,12,5,6,31,13,18,17,15,16,13,18,15
2641951891,NA,146,54,12,69,56,85,14,19,2,175,111,113,151,151,84,92,120,117
2641951892,NA,29,12,4,18,30,22,2,1,0,70,31,29,62,36,27,26,29,24
2641951893,K07107,283,111,42,118,152,192,52,23,12,290,212,215,307,234,177,138,176,145
2641951894,NA,176,103,46,315,252,261,251,141,73,2597,1422,1386,808,563,509,1377,1316,1306
2641951895,NA,326,110,60,112,113,146,19,14,1,213,128,144,192,133,84,80,82,62
2641951896,K12340,352,179,78,191,253,213,100,57,19,322,293,294,494,448,303,267,236,220
2641951897,NA,320,119,55,149,217,226,37,27,7,354,271,275,503,469,232,252,214,220
2641951898,NA,65,31,4,39,65,57,3,7,0,127,88,84,142,88,53,54,99,55
2641951899,NA,178,72,40,110,140,142,58,35,14,260,170,172,252,233,152,202,183,169
2641951900,K02355,4342,2761,1818,2858,3510,3317,1536,923,387,5693,4328,4337,4848,4409,3556,4236,4067,3845
2641951901,NA,4,0,1,0,3,3,0,0,0,2,2,0,5,4,1,1,0,2
2641951902,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2641951903,NA,0,0,0,1,0,0,0,0,0,2,0,3,4,1,1,1,1,0
2641951904,K07393,1035,482,226,574,669,642,436,208,113,1591,1255,1292,1623,1377,1128,1229,1123,1007
2641951905,NA,10,0,2,2,5,0,1,0,0,13,4,6,5,2,2,1,0,3
2641951906,NA,31,2,2,15,11,24,3,7,1,34,15,17,32,8,10,19,19,22
2641951907,NA,10,5,0,4,7,5,4,1,0,15,8,6,14,9,6,3,10,8
2641951908,NA,130,73,33,123,129,100,38,33,8,193,146,99,184,148,121,136,128,122
2641951909,NA,51,18,12,39,43,45,8,3,1,100,69,64,64,69,36,42,53,47
2641951910,NA,13,5,0,14,5,7,1,0,1,17,8,7,7,9,4,5,7,1
2641951911,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2641951912,NA,171,90,41,193,209,188,13,11,2,229,206,159,107,60,58,73,54,63
2641951913,NA,41,27,10,31,32,41,5,0,3,66,41,38,29,40,23,22,44,28
2641951914,K01595,1598,959,624,948,1175,1081,230,143,88,979,743,625,893,801,657,817,789,815
2641951915,K04487,190,115,67,122,151,134,74,49,22,246,153,159,268,206,167,187,175,170
2641951916,NA,3,3,0,3,6,6,2,0,0,11,6,5,4,10,5,10,3,6
2641951917,NA,2453,1260,633,1722,1935,1968,956,626,235,4541,2990,2909,4662,3846,3059,2357,2452,2323
2641951918,NA,4,3,0,1,4,1,0,1,0,4,0,3,9,8,3,5,2,3
2641951919,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951920,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951921,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951922,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2641951923,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951924,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951925,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951926,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951927,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951928,NA,35,15,5,11,16,20,7,3,1,20,16,10,23,16,5,8,20,13
2641951929,NA,4,1,1,5,3,4,0,1,1,12,2,3,5,5,1,3,5,3
2641951930,NA,261,115,74,157,171,192,71,29,7,326,183,175,260,231,140,228,200,249
2641951931,NA,34,12,4,21,31,24,10,13,9,55,38,37,106,84,43,33,37,55
2641951932,K02703,155643,69476,32868,60152,80134,77881,27228,16088,5581,126484,70024,62761,148109,123717,88738,77768,86720,82827
2641951933,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951934,NA,151,87,30,161,191,231,19,20,3,651,382,372,359,258,181,323,371,354
2641951935,NA,10,0,0,7,4,6,0,0,0,6,8,3,8,11,10,3,8,6
2641951936,NA,5,1,0,3,3,4,0,0,0,3,4,5,15,4,1,5,1,1
2641951937,K07301,169,67,12,75,109,108,16,19,2,128,94,96,146,120,82,59,54,56
2641951938,NA,4,1,0,3,1,11,0,0,0,10,4,3,4,5,1,2,4,0
2641951939,NA,774,304,132,377,501,527,107,88,19,591,396,385,680,491,336,364,362,366
2641951940,NA,199,72,21,86,118,161,15,10,4,173,116,117,178,115,54,61,74,61
2641951941,NA,3,1,0,0,0,1,0,0,0,1,1,2,0,1,1,0,3,0
2641951942,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
2641951943,NA,8,3,0,0,0,6,0,0,0,8,9,5,3,3,3,1,6,3
2641951944,K01358,1470,628,272,753,882,935,198,93,26,1253,994,974,1195,968,665,962,890,899
2641951945,K01358,1997,980,408,1081,1473,1503,343,181,55,2105,1564,1656,1823,1550,1006,1716,1589,1394
2641951946,NA,36,8,2,36,32,61,2,2,0,53,38,31,29,38,20,16,12,20
2641951947,K07114,451,218,131,203,250,251,94,57,29,327,265,306,325,261,215,308,254,214
2641951948,NA,63,37,20,35,53,46,15,12,2,45,50,47,58,64,40,77,57,48
2641951949,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951950,NA,65,37,15,42,48,43,11,5,1,58,47,52,63,70,27,31,48,61
2641951951,NA,42,11,5,28,18,42,0,4,2,58,41,27,44,48,26,25,19,36
2641951952,NA,99,36,9,39,37,50,12,7,0,88,79,48,82,68,37,43,56,47
2641951953,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951954,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951955,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641951956,NA,17,9,1,7,12,20,0,0,1,25,17,24,12,14,9,26,22,18
2641951957,NA,2,1,0,3,1,4,0,0,0,6,2,1,5,4,2,0,1,3
2641951958,NA,22,5,3,7,6,17,2,3,0,27,23,15,25,14,6,14,20,8
2641951959,NA,120,63,39,72,76,86,31,25,11,167,137,123,132,121,78,148,167,146
2641951960,K03795,257,109,38,187,222,233,71,40,7,789,466,476,291,239,193,540,502,475
2641951961,NA,16,5,0,5,6,5,1,1,0,15,4,8,10,11,3,3,8,8
2641951962,NA,7,6,3,7,9,9,12,9,7,27,13,13,28,31,19,8,12,12
2641951963,K01406,34,42,22,21,28,25,33,16,5,71,27,49,59,67,45,44,40,45
2641951964,NA,145,80,45,64,88,84,30,20,10,187,94,93,147,133,97,97,105,129
2641951965,NA,403,200,134,175,214,200,137,82,41,270,307,270,372,355,300,279,283,254
2641951966,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951967,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951968,NA,2,0,0,0,0,1,0,0,0,1,1,1,1,2,0,0,4,0
2641951969,NA,1,0,0,0,0,0,1,0,0,0,1,1,1,0,3,0,0,1
2641951970,NA,2,0,0,1,0,2,0,0,0,1,0,1,1,0,0,0,1,1
2641951971,NA,1,0,0,2,2,0,0,0,0,2,3,3,0,1,4,1,1,0
2641951972,K01406,1356,722,478,166,212,233,617,303,145,451,296,291,1257,1261,891,458,418,419
2641951973,K11472,77,23,14,28,23,32,8,3,2,39,25,32,40,52,25,21,27,30
2641951974,NA,185,64,36,87,107,95,31,14,8,113,61,71,119,119,59,90,71,65
2641951975,NA,411,230,153,213,220,193,48,23,17,156,127,133,172,161,138,109,100,114
2641951976,NA,34,24,23,30,27,30,12,7,4,29,19,23,42,45,29,33,36,31
2641951977,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951978,NA,9,4,0,13,6,10,0,1,0,6,4,3,7,5,3,3,1,4
2641951979,NA,88,24,8,38,34,44,5,2,1,50,49,42,52,42,27,22,26,23
2641951980,NA,498,161,92,164,166,216,48,29,12,243,243,231,274,188,163,226,194,222
2641951981,NA,12,5,0,11,19,9,2,0,0,9,15,17,17,9,8,4,14,7
2641951982,NA,687,270,62,317,391,444,63,46,8,646,503,492,442,403,299,360,432,367
2641951983,K12952,63,37,4,39,57,65,9,14,2,139,118,83,167,100,86,97,104,78
2641951984,NA,564,421,224,138,229,166,16,14,2,63,27,35,83,88,62,63,63,42
2641951985,K00020,1034,569,269,197,263,307,14,23,3,68,71,58,105,132,94,54,59,41
2641951986,NA,1392,636,311,191,296,277,21,8,4,48,50,59,109,142,81,36,53,33
2641951987,NA,322,112,20,183,184,301,12,7,1,464,294,317,190,155,84,131,163,104
2641951988,NA,11,4,3,6,11,14,1,2,2,13,11,9,12,9,4,5,3,6
2641951989,NA,684,301,143,390,486,517,74,80,26,749,512,487,347,381,227,386,407,398
2641951990,NA,1582,558,142,777,940,1310,91,39,11,1900,1377,1437,809,633,372,601,814,588
2641951991,NA,9,3,1,2,11,12,3,2,0,9,11,11,8,6,0,9,6,7
2641951992,K07480,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,1,1,2
2641951993,K19171,45,18,11,30,27,28,12,9,1,55,51,43,54,49,32,34,48,37
2641951994,K19171,39,27,12,32,39,40,15,4,3,63,45,38,40,25,27,30,31,32
2641951995,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951996,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951997,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641951998,NA,100,57,18,54,61,83,9,10,3,97,82,76,116,93,78,73,106,86
2641951999,NA,25,6,2,10,10,29,1,2,1,22,20,20,35,31,19,10,20,11
2641952000,NA,15,9,0,11,8,13,0,3,0,13,6,16,6,9,6,6,5,7
2641952001,NA,21,14,13,75,67,79,40,35,18,107,83,56,284,330,258,127,113,118
2641952002,NA,92286,59495,135766,62063,66637,68644,27944,18071,23240,123341,133133,97781,92041,129420,40215,24693,42268,64071
2641952003,NA,4,0,1,1,0,0,0,1,0,3,2,1,5,6,1,2,1,0
2641952004,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952005,NA,22,9,4,13,22,20,3,1,1,32,30,27,35,26,21,39,38,37
2641952006,K11072,60,32,9,21,24,38,4,8,1,59,29,35,63,52,38,31,34,32
2641952007,NA,268,103,44,137,127,148,50,32,7,229,159,177,214,194,134,163,196,159
2641952008,K11070,132,60,17,59,74,104,14,4,0,125,103,96,162,108,62,52,74,69
2641952009,K11071,105,43,9,45,42,54,6,7,0,99,51,49,73,66,39,42,48,49
2641952010,NA,19,8,0,20,13,24,0,1,0,29,23,42,23,25,7,55,21,20
2641952011,NA,13,7,4,7,4,12,3,3,0,13,10,9,20,12,4,8,6,12
2641952012,NA,1383,719,262,312,468,369,219,133,26,348,319,349,1339,1384,844,418,447,694
2641952013,K02510,79,39,19,57,49,46,24,26,6,88,85,79,138,118,80,86,79,90
2641952014,NA,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
2641952015,NA,171,99,63,147,138,111,88,49,10,249,222,209,355,318,241,184,180,204
2641952016,NA,36,21,8,10,13,9,9,7,0,25,21,21,23,33,30,14,22,18
2641952017,K02035,24,12,5,11,12,16,10,3,1,14,14,13,19,22,17,15,12,12
2641952018,NA,2,2,0,0,3,1,0,0,0,1,2,4,3,6,5,0,0,2
2641952019,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2641952020,K03327,55,32,18,6,15,9,8,1,1,8,5,7,18,18,10,4,5,6
2641952021,NA,47,28,21,31,35,34,11,10,6,62,34,38,69,73,57,29,34,40
2641952022,NA,20,7,12,22,22,19,14,3,3,54,35,38,72,55,49,58,39,33
2641952023,NA,1,0,1,0,1,1,0,0,0,0,1,2,1,0,1,2,0,1
2641952024,NA,9,7,5,5,6,10,3,4,0,10,13,16,25,20,16,18,7,6
2641952025,NA,28,11,7,11,11,25,4,5,2,37,32,22,36,37,15,22,21,10
2641952026,NA,21,9,2,15,16,26,12,4,0,43,34,21,38,24,26,44,29,24
2641952027,NA,0,0,0,0,1,1,1,0,0,2,0,0,1,0,0,1,0,1
2641952028,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2641952029,NA,1,0,0,0,1,0,1,3,0,0,1,0,3,1,0,1,1,1
2641952030,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952031,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952033,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952034,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952035,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952036,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952037,NA,7,8,4,3,7,7,4,0,0,14,14,9,15,14,6,10,3,8
2641952038,NA,90,17,3,38,34,36,8,3,0,54,48,54,64,67,28,33,43,48
2641952039,K21310,82,27,12,53,47,63,15,6,2,77,48,66,94,68,61,32,52,46
2641952040,NA,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2641952041,NA,13,2,1,11,2,20,0,1,0,12,11,14,11,12,10,8,5,6
2641952042,K05579,1452,907,581,865,1054,965,389,289,112,972,1000,997,903,932,792,843,854,828
2641952043,K03438,611,213,80,319,331,414,45,49,11,876,567,550,674,555,349,420,570,457
2641952044,K07315,923,402,158,369,515,511,158,90,24,824,624,614,1090,949,561,676,738,661
2641952045,K04757,319,93,32,120,161,185,38,26,5,179,181,184,330,275,166,140,175,174
2641952046,NA,454,253,149,270,297,300,158,78,49,453,331,349,529,447,371,397,341,389
2641952047,NA,124,52,15,48,62,87,8,6,1,114,51,63,63,68,49,32,77,56
2641952048,NA,49,22,5,33,35,30,4,3,0,44,18,24,40,22,18,13,23,14
2641952049,NA,27,14,6,25,18,24,2,4,3,85,29,28,11,22,13,12,16,12
2641952050,K01661,124,60,24,86,89,103,27,20,3,206,152,139,152,118,85,102,107,78
2641952051,K11991,185,93,28,83,86,118,25,10,4,261,171,126,209,166,83,100,138,118
2641952052,NA,103,34,6,46,37,67,6,10,1,135,74,60,94,82,42,47,67,36
2641952053,NA,8,2,0,1,2,1,0,0,0,3,5,2,5,3,1,0,1,1
2641952054,K00104,304,130,82,141,191,180,63,39,18,167,164,145,191,157,118,160,172,148
2641952055,NA,121,49,23,74,68,67,19,20,3,137,50,87,106,93,63,75,66,72
2641952056,NA,123,57,4,67,54,76,9,10,1,74,67,54,83,89,58,44,65,60
2641952057,NA,151,69,29,89,92,112,22,25,2,101,80,112,156,168,76,79,85,60
2641952058,K00721,137,51,30,46,88,93,19,11,4,134,92,85,175,170,99,88,123,95
2641952059,K17872,109,39,10,71,77,108,9,13,0,203,138,108,149,155,88,106,134,109
2641952060,NA,6,0,0,2,0,3,0,0,0,2,5,2,1,1,0,0,2,2
2641952061,NA,173,51,17,78,93,105,20,8,4,292,174,196,212,167,100,151,152,131
2641952062,NA,1638,642,204,686,882,1047,198,133,26,2422,1619,1613,1923,1547,1026,1222,1453,1207
2641952063,K01624,13113,7115,4978,7934,8706,8430,4720,3122,1598,15681,11450,10227,14057,12377,9790,11594,10981,10493
2641952064,NA,23,4,1,17,12,43,1,2,4,19,19,21,21,20,5,12,18,16
2641952065,NA,29,13,4,13,25,28,3,2,2,68,36,30,62,24,25,20,21,21
2641952066,NA,238,112,59,141,165,184,51,29,6,263,207,150,277,227,154,188,160,158
2641952067,NA,3,0,0,0,0,0,0,0,0,0,0,2,5,3,3,1,1,0
2641952068,NA,2,1,0,9,3,4,0,2,0,5,1,3,8,9,6,5,2,5
2641952069,NA,17,9,5,4,12,3,2,2,1,4,8,4,11,15,7,11,4,4
2641952070,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2641952071,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2641952072,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952073,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2641952074,NA,2,0,0,1,2,2,0,0,0,5,0,0,2,7,0,2,0,1
2641952075,NA,12,1,0,7,4,4,0,0,0,10,6,10,5,12,0,5,4,6
2641952076,NA,7164,2302,644,2249,2407,3461,647,460,65,8078,4209,3240,7350,5653,3610,3943,4824,4522
2641952077,NA,11354,3951,1224,3535,3819,5353,1114,864,134,12075,6333,4992,11304,9394,6048,5812,7347,7342
2641952078,NA,45610,20532,10076,12137,14043,15456,12731,7023,2749,19834,12892,9529,43528,37402,22038,14008,15446,18144
2641952079,NA,5,4,0,2,2,2,0,0,0,5,1,2,7,3,1,4,4,2
2641952080,NA,0,0,0,0,0,2,0,0,0,3,0,4,0,0,1,0,0,1
2641952081,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952082,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952083,NA,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2641952084,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952085,NA,8,4,3,7,11,11,6,1,1,31,15,8,8,7,13,12,9,5
2641952086,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952087,NA,29,19,5,24,21,46,9,5,5,63,48,33,59,41,21,32,41,25
2641952088,NA,47,23,8,79,78,89,24,10,7,173,118,103,129,112,73,95,83,92
2641952089,NA,97,45,16,53,66,93,14,10,1,75,32,41,59,46,36,35,46,32
2641952090,NA,239,97,11,129,155,188,9,12,2,238,187,173,208,179,114,159,160,151
2641952091,K21561,1278,468,109,740,767,1113,137,89,10,1842,1048,1025,1302,1083,620,802,911,773
2641952092,K00208,392,143,75,371,393,496,69,59,16,848,662,600,517,392,278,362,461,336
2641952093,K01693,113,65,47,110,124,140,27,22,7,203,140,164,130,100,70,92,90,94
2641952094,NA,107,41,20,63,88,88,29,15,1,88,86,62,72,51,52,62,63,88
2641952095,NA,44,31,7,34,35,37,13,4,0,49,37,31,43,31,15,42,36,51
2641952096,NA,3,9,2,2,2,4,0,0,0,3,1,3,7,2,1,9,4,3
2641952097,NA,49,33,11,36,32,36,4,2,0,45,36,33,72,53,32,33,32,27
2641952098,K01414,1559,882,507,939,1209,1055,393,230,90,1293,1209,1112,1073,978,834,1401,1146,1141
2641952099,NA,16,8,2,12,8,7,2,0,0,15,17,16,32,12,17,8,16,13
2641952100,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2641952101,NA,9,2,6,13,39,20,2,1,2,197,216,115,12,7,6,28,54,67
2641952102,K11003,15,7,1,31,97,55,0,3,4,569,511,356,8,11,6,117,195,213
2641952103,K11004,22,9,9,49,119,91,1,7,3,1241,1169,841,14,11,10,158,354,353
2641952104,NA,11,8,4,22,54,43,1,2,2,523,523,366,4,9,3,80,114,153
2641952105,NA,116,55,3,53,79,64,12,2,2,131,116,107,116,97,60,57,67,62
2641952106,NA,57,20,10,48,26,39,6,4,0,89,67,53,71,30,38,31,30,38
2641952107,NA,55,30,16,29,34,25,8,16,4,75,36,47,47,53,39,42,33,35
2641952108,K02706,32380,16475,9015,13592,17469,17427,5914,3582,1454,21892,16559,15683,24013,21372,15455,14053,15790,14660
2641952109,NA,697,250,89,294,305,368,85,51,9,668,500,433,616,558,311,317,413,364
2641952110,NA,461,162,21,203,197,311,35,27,2,430,304,316,326,301,165,233,288,200
2641952111,K06962,715,255,85,251,304,356,86,51,17,582,427,446,544,445,280,267,311,263
2641952112,NA,314,88,21,141,160,188,18,19,8,270,139,102,141,107,81,114,156,153
2641952113,NA,17,5,3,5,10,7,4,2,1,16,7,4,10,14,18,15,6,10
2641952114,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952115,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952116,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952117,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952118,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952119,K10532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952120,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952121,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952122,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641952123,NA,532,201,54,228,303,338,42,26,6,404,307,332,466,351,244,272,296,282
2641952124,NA,1244,492,147,529,740,868,90,48,17,1126,808,884,918,824,468,720,789,721
2641952125,K03536,759,351,90,411,515,567,69,40,4,805,555,611,714,555,366,450,516,404
2641952126,K02914,254,74,51,98,117,103,26,9,8,96,118,85,135,122,69,110,102,82
2641952127,NA,730,315,144,271,343,342,105,61,22,621,350,357,691,485,292,373,347,342
2641952128,K00324,260,118,44,146,167,192,53,35,12,475,321,327,355,290,156,239,253,228
2641952129,NA,98,34,17,68,82,76,25,12,2,222,150,125,155,159,100,111,133,106
2641952130,K00325,746,334,145,488,588,660,169,127,25,1415,1023,1091,1194,967,635,786,863,726
2641952131,NA,755,284,110,697,842,1011,147,88,25,1887,1402,1576,1070,744,574,722,870,766
2641952132,NA,2588,951,385,1750,1903,2474,338,239,53,4544,3429,3355,2279,1702,1138,1867,2142,1518
2641952133,NA,2,0,1,1,1,3,2,0,0,5,3,4,3,0,2,0,6,2
2641952134,NA,10,14,2,11,6,17,3,1,0,79,38,43,53,46,20,32,36,30
