gene_id,KO,L22-1,L22-2,L22-3,R22-1,R22-2,R22-3,L27-1,L27-2,L27-3,R27-1,R27-2,R27-3,L32-1,L32-2,L32-3,R32-1,R32-2,R32-3
2641947176,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947177,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641947178,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947179,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947180,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947181,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947182,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947183,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2641947184,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947185,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641947186,K09761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947187,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947188,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947189,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947190,NA,9,5,1,1,3,1,0,0,0,0,1,2,4,6,0,0,0,1
2641947191,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947192,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947193,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947194,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2641947195,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947196,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947197,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947198,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947199,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
2641947200,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947201,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641947202,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947203,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2641947204,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947205,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947206,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947207,K03497,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2641947208,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947209,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947210,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947211,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2641947212,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947213,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947214,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947215,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947216,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947217,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2641947218,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947219,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947220,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947221,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947222,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947223,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2
2641947224,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947225,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947226,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947227,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947228,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947229,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947230,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947231,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947232,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947233,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947234,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947235,K03521,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
2641947236,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947237,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947238,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947239,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947240,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0
2641947241,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947242,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947243,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947244,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947245,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641947246,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947247,NA,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0
2641947248,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947249,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947250,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947251,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947252,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947253,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2641947254,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947255,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947256,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947257,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2641947258,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947259,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947260,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947261,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947262,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947263,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947264,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947265,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641947266,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947267,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947268,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947269,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947270,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,2
2641947271,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947272,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947273,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947274,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947275,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947276,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947277,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947278,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947279,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947280,NA,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,3,0,0
2641947281,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947282,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947283,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641947284,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947285,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947286,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947287,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2641947288,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2641947289,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947290,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947291,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947292,NA,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2641947293,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947294,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947295,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947296,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947297,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947298,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947299,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947300,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947301,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947302,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947303,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947304,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947305,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947306,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947307,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947308,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641947309,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947310,NA,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,0
2641947311,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947312,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947314,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947315,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947316,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947317,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947318,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947319,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947320,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947321,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2641947322,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947323,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641947324,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947325,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947326,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947327,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947328,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641947329,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641947330,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947331,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947332,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947333,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947334,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947335,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2641947336,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947337,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947338,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947339,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947340,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947341,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947342,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947343,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947344,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947345,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947346,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947347,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947348,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641947349,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2641947350,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947351,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947352,NA,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2641947353,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947354,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947355,K05606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947356,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947357,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947358,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947359,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947360,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947361,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947362,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947363,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947364,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947365,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947366,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947367,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947368,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947369,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1
2641947370,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947371,NA,0,0,0,0,0,0,1,0,0,4,7,4,0,0,2,9,7,4
2641947372,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641947373,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947374,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947376,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2641947377,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947378,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947379,K01589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947380,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947381,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947382,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2641947383,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947384,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947385,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947386,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947387,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2641947388,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947389,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947390,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947391,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2641947392,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947393,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947394,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947395,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947396,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947397,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947398,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947399,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947400,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947401,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947402,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947403,NA,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,13,1,0
2641947404,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947405,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947406,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947407,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947408,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947409,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947410,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947411,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947412,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947413,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947414,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947415,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947416,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947417,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947418,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947419,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
2641947420,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947421,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947422,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947423,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2641947424,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2641947425,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947426,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947427,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947428,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947429,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947430,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947431,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947432,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947433,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947434,K01719,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,2,0
2641947435,K04096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947436,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947437,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947438,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947439,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947440,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947441,K03787,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,2,0,0
2641947442,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947443,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947444,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947445,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947446,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947447,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2641947448,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947449,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947450,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947451,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947452,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947453,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947454,NA,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,2
2641947455,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947456,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947457,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947458,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947459,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947460,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947461,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947462,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947463,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947464,K02316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947465,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947466,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947467,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947468,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947469,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947470,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947471,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947472,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947473,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2641947474,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947475,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947476,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947477,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947478,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947479,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947480,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947481,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947482,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947483,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947484,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947485,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947486,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947487,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947488,K07074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947489,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641947490,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
