"","L22.1","L22.2","L22.3","R22.1","R22.2","R22.3","L27.1","L27.2","L27.3","R27.1","R27.2","R27.3","L32.1","L32.2","L32.3","R32.1","R32.2","R32.3"
"2452",2.84194517429291,0,2.44855572824857,1.74374363051524,4.54876402015151,2.70325133317101,7.82034956922335,4.30078502756561,0,2.63255838746421,3.63323492859114,3.67889115092464,1.84756739502113,3.2275474344725,3.21400134472512,4.12204301925037,0.654988779265228,3.56005008409444
"2453",5.210232819537,11.6480323363646,19.5884458259885,5.23123089154572,3.79063668345959,3.37906416646377,15.6406991384467,8.60157005513122,48.0626907455026,17.1116295185174,8.47754816671266,6.74463377669518,4.61891848755283,11.8343405930658,11.2490047065379,4.80905018912544,5.89489901338705,6.40809015136999
"2454",95.2051633388125,81.536226354552,100.390784858191,77.5965915579282,72.0220969857323,64.2022191628115,49.5288806050812,60.2109903859185,48.0626907455026,71.9565959240218,54.4985239288671,75.4172685939552,78.9835061371535,69.3922698411588,69.9045292477713,65.952688308006,57.6390125753401,59.0968313959677
"2455",425.818118614888,444.743052843011,291.378131661579,74.9809761121554,122.058501207399,92.5863581611072,13.0339159487056,8.60157005513122,36.0470180591269,5.70387650617246,14.5329397143646,12.2629705030821,43.4178337829966,49.4890606619117,36.1575151281576,18.5491935866267,24.2345848328134,17.8002504204722
"2456",396.92500934291,433.095020506646,337.900690498302,110.727720537718,140.253557288005,133.810940991965,20.8542655179289,25.8047101653937,0,11.846512743589,17.5606354881905,14.1024160785445,37.8751315979332,47.3373623722633,48.2100201708768,21.2972222661269,19.6496633779568,21.3603005045666
"2457",498.287720559357,516.749070922355,433.394363899996,134.268259549674,139.495429951313,145.299759157942,15.6406991384467,51.6094203307873,24.0313453727513,9.65271408736878,27.8548011191987,30.6574262577054,52.193778909347,62.3992503998017,53.8345225241457,29.5413083046277,35.3693940803223,30.6164307232122
"2458",867.740593217436,981.611452346359,837.40605906101,133.396387734416,212.275654273737,171.656459656359,36.4949646563756,38.7070652480905,48.0626907455026,25.4480644121541,31.4880360477899,34.33631740863,86.8356675659933,105.97114076518,94.8130396693909,25.4192652853773,26.8545399498744,34.1764808073066
"2459",10417.1500363707,13579.4878801399,19943.4864065846,4973.15683422947,5494.14880900634,4199.50094608117,1910.77207808024,2146.09172875524,3015.93384428029,369.435693707478,718.169437551516,882.320727696761,1273.89771886707,1555.13993884333,1884.2082883451,527.621506464048,489.276618111126,507.663141991867
"2460",98.0471085131054,76.241666201659,124.876342140677,74.1091042968978,81.1196250260353,63.5264063295188,151.193425004985,176.33218613019,168.219417609259,78.0992321614383,99.9139605362564,107.300991901969,93.7640452973225,96.2884984617629,95.6165400055722,116.791218878761,90.3884515386015,111.785572640565
"2461",66.7857115958834,49.7688654371941,46.5225588367228,61.9028988832911,68.2314603022727,70.2845346624463,36.4949646563756,30.1054951929593,84.1097088046295,77.6604724301943,73.8757768813532,59.4754069399484,77.5978305908876,68.8543452687467,59.4590248774147,63.2046596285057,74.668720836236,53.4007512614166
