"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030089","GO:0030089","phycobilisome","12/98","13/759",1.3498074186609e-10,6.8840178351706e-09,6.53590960614753e-09,"K02092/K02093/K02094/K02096/K02097/K02284/K02285/K02641/K05376/K05377/K05378/K05380",12
"GO:0031676","GO:0031676","plasma membrane-derived thylakoid membrane","14/98","48/759",0.00160912906632218,0.0410327911912157,0.038957861605695,"K02112/K02114/K02115/K02634/K02643/K02689/K02690/K02693/K02700/K02709/K02712/K02719/K02720/K02723",14
