"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"map00195","map00195","Photosynthesis","5/23","63/13565",5.79901591775587e-08,1.73970477532676e-06,1.46501454764359e-06,"K02689/K02690/K02691/K02693/K02694",5
"map03010","map03010","Ribosome","4/23","143/13565",8.97237582681623e-05,0.00134585637402243,0.00113335273601889,"K02888/K02945/K02967/K02996",4
